genes	AMC_22.3_FPKM
A1BG	0.63811
A1BG-AS1	0.0626845
A1CF	5.02553
A2LD1	4.86732
A2M	20.1092
A2ML1	0
A2MP1	0.0497775
A4GALT	0.463708
A4GNT	0
AA06	0
AAAS	16.0002
AACS	19.9212
AACSP1	0
AADAC	0.761
AADACL2	0
AADACL3	0
AADACL4	0
AADAT	1.42828
AAED1	1.25707
AAGAB	20.6862
AAK1	0.632803
AAMP	74.2867
AANAT	0.0292469
AARD	0
AARS	41.8141
AARS2	3.81625
AARSD1	12.0694
AASDH	2.51553
AASDHPPT	12.1503
AASS	0.304361
AATF	18.469
AATK	3.17675
AATK-AS1	0
ABAT	12.1059
ABCA1	2.26389
ABCA10	0.00905532
ABCA11P	3.38436
ABCA12	0.00576978
ABCA13	0.0323795
ABCA17P	0.0143612
ABCA2	15.2452
ABCA3	0.125442
ABCA4	0.01382
ABCA5	1.01013
ABCA6	0
ABCA7	1.31267
ABCA8	0.0203707
ABCA9	0.0266209
ABCB1	15.4795
ABCB10	10.1835
ABCB11	0.0424359
ABCB4	0.16843
ABCB5	0
ABCB6	5.26189
ABCB7	9.72893
ABCB8	7.1587
ABCB9	1.84579
ABCC1	15.418
ABCC10	8.60826
ABCC11	0.0468063
ABCC12	0
ABCC13	0.0969861
ABCC2	3.50549
ABCC3	11.4636
ABCC4	3.7403
ABCC5	4.30332
ABCC5-AS1	0
ABCC6	4.68873
ABCC6P1	0.83489
ABCC6P2	3.21585
ABCC8	0.0214734
ABCC9	1.79084
ABCD1	10.2609
ABCD2	0.043929
ABCD3	27.207
ABCD4	3.98929
ABCE1	11.6158
ABCF1	20.0646
ABCF2	22.6304
ABCF3	17.2661
ABCG1	9.62233
ABCG2	0.266012
ABCG4	0.016534
ABCG5	0.136647
ABCG8	0.107639
ABHD1	0.0848295
ABHD10	10.9541
ABHD11	44.0501
ABHD11-AS1	4.8145
ABHD12	73.4088
ABHD12B	0
ABHD13	5.96214
ABHD14A	4.37798
ABHD14A-ACY1	0.00229371
ABHD14B	27.4806
ABHD15	4.44813
ABHD16A	24.7621
ABHD16B	4.03665
ABHD2	16.1409
ABHD3	11.6394
ABHD4	3.70613
ABHD5	2.97119
ABHD6	6.10288
ABHD8	1.99368
ABI1	22.075
ABI2	4.07321
ABI3	1.40523
ABI3BP	0.189492
ABL1	16.6221
ABL2	2.20847
ABLIM1	14.9637
ABLIM2	11.4791
ABLIM3	0.234598
ABO	7.28056
ABP1	40.7497
ABR	21.4683
ABRA	0.0181613
ABRACL	100.397
ABT1	25.5324
ABTB1	5.51483
ABTB2	4.00568
ACAA1	37.0881
ACAA2	42.6581
ACACA	5.93816
ACACB	1.0603
ACAD10	4.63346
ACAD11	2.33093
ACAD8	8.13656
ACAD9	10.6727
ACADL	0
ACADM	14.0195
ACADS	18.5687
ACADSB	4.02436
ACADVL	61.9447
ACAN	0.804086
ACAP1	0.307925
ACAP2	5.2642
ACAP3	22.737
ACAT1	25.0706
ACAT2	39.2254
ACBD3	14.1122
ACBD4	1.68646
ACBD5	10.0849
ACBD6	19.7976
ACBD7	2.08345
ACCS	1.39399
ACCSL	0
ACD	10.1938
ACE	3.50676
ACE2	16.6104
ACER1	0
ACER2	0.655311
ACER3	2.51581
ACHE	0.981369
ACIN1	33.4567
ACLY	38.157
ACMSD	0.0476257
ACN9	15.9254
ACO1	12.5635
ACO2	46.6321
ACOT1	2.17083
ACOT11	11.6305
ACOT12	0.029237
ACOT13	7.4541
ACOT2	9.12015
ACOT4	1.43831
ACOT6	0
ACOT7	50.6261
ACOT8	26.745
ACOT9	20.2381
ACOX1	7.47418
ACOX2	7.84757
ACOX3	5.6596
ACOXL	0
ACP1	92.9295
ACP2	10.1408
ACP5	15.7776
ACP6	6.36135
ACPL2	6.9525
ACPP	0.747771
ACPT	0.103842
ACR	0.65934
ACRBP	0.537596
ACRC	0.3509
ACRV1	0
ACSBG1	0.0521877
ACSBG2	0.0349938
ACSF2	4.20682
ACSF3	5.61599
ACSL1	9.2424
ACSL3	30.232
ACSL4	13.7412
ACSL5	103.158
ACSL6	10.6441
ACSM1	0.0487674
ACSM2A	0.026984
ACSM2B	0.018496
ACSM3	3.91522
ACSM4	0
ACSM5	0.186
ACSS1	22.9147
ACSS2	47.6865
ACSS3	0.0562348
ACTA1	0
ACTA2	68.5876
ACTB	2025.7
ACTBL2	0
ACTC1	0
ACTG1	815.792
ACTG1P4	0.121722
ACTG2	11.3527
ACTL10	5.02832
ACTL6A	49.8518
