genes	AMC_18.1_FPKM
A1BG	0.814993
A1BG-AS1	0.017333
A1CF	2.24682
A2LD1	6.14514
A2M	22.8967
A2ML1	0
A2MP1	0
A4GALT	2.5731
A4GNT	0
AA06	0
AAAS	15.4618
AACS	9.2257
AACSP1	0
AADAC	0.266584
AADACL2	0
AADACL3	0
AADACL4	0
AADAT	2.18598
AAED1	3.05804
AAGAB	11.9594
AAK1	0.985099
AAMP	80.3591
AANAT	0
AARD	0.0763213
AARS	44.6341
AARS2	4.57478
AARSD1	11.5164
AASDH	1.79958
AASDHPPT	8.11855
AASS	0.489297
AATF	25.9379
AATK	1.15265
AATK-AS1	0
ABAT	5.69329
ABCA1	1.79208
ABCA10	0.0303512
ABCA11P	1.17411
ABCA12	0
ABCA13	0.00804787
ABCA17P	0.0231802
ABCA2	15.5238
ABCA3	0.229241
ABCA4	0.0169845
ABCA5	1.28092
ABCA6	0.0434517
ABCA7	4.94136
ABCA8	0.0254591
ABCA9	0.0148056
ABCB1	3.85976
ABCB10	6.23267
ABCB11	0.017737
ABCB4	0.405877
ABCB5	0
ABCB6	6.56896
ABCB7	7.94485
ABCB8	5.72263
ABCB9	0.670573
ABCC1	12.1997
ABCC10	7.70516
ABCC11	0.0384105
ABCC12	0
ABCC13	0.249167
ABCC2	0.107751
ABCC3	18.9426
ABCC4	2.65594
ABCC5	11.9569
ABCC5-AS1	0
ABCC6	4.23549
ABCC6P1	0.994154
ABCC6P2	2.76233
ABCC8	0.0433716
ABCC9	1.37635
ABCD1	6.42939
ABCD2	0
ABCD3	10.2028
ABCD4	5.01605
ABCE1	9.56438
ABCF1	22.757
ABCF2	14.2483
ABCF3	21.0986
ABCG1	17.9922
ABCG2	0.118886
ABCG4	0.0389755
ABCG5	0.0556541
ABCG8	0
ABHD1	0.0341236
ABHD10	6.75732
ABHD11	41.9744
ABHD11-AS1	10.0813
ABHD12	76.5745
ABHD12B	5.22858
ABHD13	5.80483
ABHD14A	3.48846
ABHD14A-ACY1	0.0129149
ABHD14B	35.28
ABHD15	4.57022
ABHD16A	35.9662
ABHD16B	4.91655
ABHD2	12.5637
ABHD3	7.44785
ABHD4	8.88017
ABHD5	2.50188
ABHD6	3.04017
ABHD8	2.78195
ABI1	41.6841
ABI2	2.92583
ABI3	2.70907
ABI3BP	0.964915
ABL1	24.8805
ABL2	2.62537
ABLIM1	18.836
ABLIM2	5.85875
ABLIM3	1.43009
ABO	23.6644
ABP1	68.4168
ABR	25.1041
ABRA	0
ABRACL	128.763
ABT1	25.7606
ABTB1	25.9022
ABTB2	3.0096
ACAA1	23.9117
ACAA2	50.5796
ACACA	5.36977
ACACB	1.45053
ACAD10	6.31898
ACAD11	2.23537
ACAD8	5.26077
ACAD9	16.6535
ACADL	0
ACADM	7.29099
ACADS	20.5487
ACADSB	2.27598
ACADVL	80.2569
ACAN	0.889713
ACAP1	0.977534
ACAP2	5.6642
ACAP3	8.09364
ACAT1	19.7054
ACAT2	31.6585
ACBD3	18.8954
ACBD4	6.00784
ACBD5	13.4358
ACBD6	17.6792
ACBD7	0.409758
ACCS	3.32709
ACCSL	0
ACD	14.2227
