genes	AMC_3.2_FPKM
A1BG	0.670892
A1BG-AS1	0.135767
A1CF	6.95826
A2LD1	6.96181
A2M	49.9875
A2ML1	0
A2MP1	0
A4GALT	1.94322
A4GNT	0.048351
AA06	0
AAAS	10.2376
AACS	10.9591
AACSP1	0
AADAC	0.235827
AADACL2	0
AADACL3	0
AADACL4	0
AADAT	1.85974
AAED1	1.7358
AAGAB	20.8971
AAK1	1.67386
AAMP	55.7968
AANAT	0
AARD	0.130557
AARS	16.6887
AARS2	3.72687
AARSD1	9.1275
AASDH	2.48722
AASDHPPT	8.39294
AASS	0.989534
AATF	12.1225
AATK	1.21645
AATK-AS1	0
ABAT	7.46171
ABCA1	4.20034
ABCA10	0.708603
ABCA11P	3.38438
ABCA12	0
ABCA13	0.0610547
ABCA17P	0
ABCA2	8.31625
ABCA3	0.944317
ABCA4	0.0478104
ABCA5	8.16865
ABCA6	1.3432
ABCA7	2.35619
ABCA8	7.42073
ABCA9	0.842985
ABCB1	31.4826
ABCB10	7.53927
ABCB11	0.374915
ABCB4	0.346246
ABCB5	0.247554
ABCB6	2.51583
ABCB7	8.5676
ABCB8	3.30314
ABCB9	1.11302
ABCC1	4.64027
ABCC10	3.8017
ABCC11	0
ABCC12	0
ABCC13	5.25648
ABCC2	0.127373
ABCC3	34.843
ABCC4	7.77203
ABCC5	6.78958
ABCC5-AS1	0
ABCC6	5.30307
ABCC6P1	1.59846
ABCC6P2	2.89952
ABCC8	0.147344
ABCC9	1.737
ABCD1	3.17286
ABCD2	0.364986
ABCD3	42.3535
ABCD4	10.259
ABCE1	12.3565
ABCF1	13.7223
ABCF2	14.0761
ABCF3	13.9065
ABCG1	12.4338
ABCG2	12.9656
ABCG4	0.0690308
ABCG5	0.101654
ABCG8	0.150407
ABHD1	0
ABHD10	12.2236
ABHD11	24.7797
ABHD11-AS1	13.6375
ABHD12	22.8035
ABHD12B	0
ABHD13	4.9436
ABHD14A	3.73836
ABHD14A-ACY1	0.037905
ABHD14B	37.4376
ABHD15	8.39055
ABHD16A	20.949
ABHD16B	1.62318
ABHD2	14.0117
ABHD3	37.7723
ABHD4	9.28403
ABHD5	5.80497
ABHD6	6.15707
ABHD8	1.77504
ABI1	28.5746
ABI2	3.30729
ABI3	3.48399
ABI3BP	6.61626
ABL1	18.1126
ABL2	1.51404
ABLIM1	25.7951
ABLIM2	3.0822
ABLIM3	1.29846
ABO	16.2793
ABP1	128.972
ABR	33.4146
ABRA	0
ABRACL	112.9
ABT1	11.4976
ABTB1	15.3472
ABTB2	3.19476
ACAA1	56.4477
ACAA2	122.757
ACACA	2.93393
ACACB	5.27941
ACAD10	9.73276
ACAD11	1.4347
ACAD8	11.1395
ACAD9	9.91182
ACADL	0.0347573
ACADM	33.945
ACADS	72.7421
ACADSB	10.5628
ACADVL	141.928
ACAN	0.0225933
ACAP1	3.5039
ACAP2	10.1961
ACAP3	6.82475
ACAT1	69.7813
ACAT2	14.5278
ACBD3	19.4534
ACBD4	5.65815
ACBD5	16.7835
ACBD6	9.51965
ACBD7	0.613932
ACCS	1.83048
ACCSL	0.0449648
ACD	2.86914
ACE	8.86268
ACE2	6.15777
ACER1	0
ACER2	1.81096
ACER3	7.17099
ACHE	5.97936
ACIN1	23.1971
ACLY	19.9913
ACMSD	0
ACN9	7.78771
ACO1	13.0117
ACO2	54.5635
ACOT1	6.16231
ACOT11	14.6931
ACOT12	0
ACOT13	9.83828
ACOT2	24.3066
ACOT4	2.49895
ACOT6	0.110055
ACOT7	19.101
ACOT8	23.8492
ACOT9	10.099
ACOX1	21.6504
ACOX2	4.76472
ACOX3	5.0105
ACOXL	0.184152
ACP1	45.88
ACP2	20.173
ACP5	24.2827
ACP6	6.37192
ACPL2	2.57974
ACPP	2.39627
ACPT	0
ACR	0.35144
ACRBP	0.959032
ACRC	0.313881
ACRV1	0
ACSBG1	0.213061
ACSBG2	0
ACSF2	26.164
ACSF3	5.61695
ACSL1	4.8949
ACSL3	18.7256
ACSL4	4.18612
ACSL5	94.3005
ACSL6	0.182187
ACSM1	1.32507
ACSM2A	0.0181233
ACSM2B	0.050405
ACSM3	22.7804
ACSM4	0
ACSM5	0.309315
ACSS1	13.7462
