genes	AMC_10.2_FPKM
A1BG	0.910109
A1BG-AS1	0.072421
A1CF	6.1687
A2LD1	4.44359
A2M	57.1525
A2ML1	0
A2MP1	0.112185
A4GALT	2.55926
A4GNT	0
AA06	0
AAAS	13.7473
AACS	11.5754
AACSP1	0
AADAC	0.256705
AADACL2	0.0353661
AADACL3	0
AADACL4	0
AADAT	1.80445
AAED1	1.66721
AAGAB	16.9881
AAK1	1.41367
AAMP	65.777
AANAT	0.0903667
AARD	0
AARS	18.244
AARS2	3.94548
AARSD1	12.4724
AASDH	2.44581
AASDHPPT	6.64873
AASS	1.08907
AATF	14.9932
AATK	6.07758
AATK-AS1	0
ABAT	7.17134
ABCA1	3.38614
ABCA10	1.02554
ABCA11P	2.70396
ABCA12	0.0104476
ABCA13	0.0442399
ABCA17P	0.0100983
ABCA2	13.7626
ABCA3	1.17171
ABCA4	0.0442189
ABCA5	7.66975
ABCA6	0.885097
ABCA7	2.33621
ABCA8	6.7971
ABCA9	0.624919
ABCB1	17.9925
ABCB10	5.82747
ABCB11	0.250286
ABCB4	0.474402
ABCB5	0.245163
ABCB6	2.37122
ABCB7	8.15903
ABCB8	3.41466
ABCB9	1.06716
ABCC1	4.26591
ABCC10	4.54359
ABCC11	0.0164128
ABCC12	0
ABCC13	0.399884
ABCC2	0.195524
ABCC3	50.7962
ABCC4	5.43757
ABCC5	9.55876
ABCC5-AS1	0
ABCC6	5.20706
ABCC6P1	2.14906
ABCC6P2	5.62701
ABCC8	0.193115
ABCC9	2.18054
ABCD1	4.28628
ABCD2	0.228027
ABCD3	26.997
ABCD4	7.86143
ABCE1	11.1663
ABCF1	15.573
ABCF2	11.5699
ABCF3	16.2651
ABCG1	12.8185
ABCG2	4.08206
ABCG4	0.100591
ABCG5	0.031487
ABCG8	0.0980948
ABHD1	0.0573577
ABHD10	10.1129
ABHD11	32.4656
ABHD11-AS1	10.6325
ABHD12	21.5015
ABHD12B	2.11887
ABHD13	4.63472
ABHD14A	4.50193
ABHD14A-ACY1	0.0198635
ABHD14B	42.1071
ABHD15	7.63519
ABHD16A	21.2568
ABHD16B	0.869357
ABHD2	11.5916
ABHD3	37.7987
ABHD4	9.35835
ABHD5	3.56887
ABHD6	5.32137
ABHD8	1.80455
ABI1	26.9985
ABI2	3.55015
ABI3	4.50937
ABI3BP	6.47959
ABL1	19.8259
