genes	AMC_13.2_FPKM
A1BG	1.18417
A1BG-AS1	0.145363
A1CF	7.08819
A2LD1	5.28805
A2M	105.835
A2ML1	0
A2MP1	0.0664234
A4GALT	2.11759
A4GNT	0
AA06	0
AAAS	9.81745
AACS	10.5585
AACSP1	0
AADAC	0.274697
AADACL2	0.180888
AADACL3	0
AADACL4	0
AADAT	1.00089
AAED1	1.83781
AAGAB	16.067
AAK1	1.71235
AAMP	69.7389
AANAT	0
AARD	0.206352
AARS	19.7112
AARS2	3.04057
AARSD1	11.2457
AASDH	2.50946
AASDHPPT	6.95812
AASS	0.938268
AATF	13.73
AATK	3.24421
AATK-AS1	0
ABAT	14.8833
ABCA1	7.33828
ABCA10	0.733719
ABCA11P	2.269
ABCA12	0
ABCA13	0.00862865
ABCA17P	0.0169672
ABCA2	12.064
ABCA3	1.30816
ABCA4	0.0576938
ABCA5	10.1899
ABCA6	0.713015
ABCA7	3.92257
ABCA8	5.27272
ABCA9	0.560928
ABCB1	22.2331
ABCB10	7.91063
ABCB11	0.657074
ABCB4	0.262418
ABCB5	0.203118
ABCB6	3.80239
ABCB7	7.99932
ABCB8	3.71518
ABCB9	1.40892
ABCC1	4.80045
ABCC10	5.43649
ABCC11	0.0675997
ABCC12	0
ABCC13	2.7639
ABCC2	0.179099
ABCC3	62.9084
ABCC4	2.58915
ABCC5	10.7581
ABCC5-AS1	0
ABCC6	7.07515
ABCC6P1	1.23955
ABCC6P2	5.41435
ABCC8	0.105299
ABCC9	1.49845
ABCD1	5.30206
ABCD2	0.263636
ABCD3	39.4056
ABCD4	11.4648
ABCE1	7.15531
ABCF1	17.1738
ABCF2	12.2335
ABCF3	17.2236
ABCG1	35.1567
ABCG2	10.6495
ABCG4	0.0905495
ABCG5	0.107276
ABCG8	0.572181
ABHD1	0
ABHD10	10.8722
ABHD11	39.3319
ABHD11-AS1	25.2672
ABHD12	32.4778
ABHD12B	0.798263
ABHD13	4.82299
ABHD14A	3.93576
ABHD14A-ACY1	0.555333
ABHD14B	50.9271
ABHD15	12.0596
ABHD16A	25.602
ABHD16B	2.60663
ABHD2	15.5121
ABHD3	43.1782
ABHD4	16.9693
ABHD5	9.5389
ABHD6	6.24508
ABHD8	3.19627
ABI1	33.148
ABI2	2.20261
ABI3	8.49374
ABI3BP	4.83273
ABL1	24.4706
ABL2	1.37545
ABLIM1	23.0414
ABLIM2	2.5639
ABLIM3	1.36505
ABO	22.9578
ABP1	258.049
ABR	57.8009
ABRA	0
ABRACL	119.718
ABT1	17.3399
ABTB1	21.5683
ABTB2	2.53064
ACAA1	62.8106
ACAA2	159.963
ACACA	2.22848
ACACB	6.70333
ACAD10	12.3127
ACAD11	2.09971
ACAD8	14.4511
ACAD9	9.01586
ACADL	0.0304437
ACADM	46.2624
ACADS	124.887
ACADSB	9.22523
ACADVL	182.21
ACAN	0.077635
ACAP1	6.15548
ACAP2	9.2952
ACAP3	10.4646
ACAT1	86.6629
ACAT2	13.8685
ACBD3	16.3747
ACBD4	11.8591
ACBD5	13.4996
ACBD6	8.51307
ACBD7	0.0997172
ACCS	4.37906
ACCSL	0
ACD	5.51851
ACE	16.773
ACE2	25.5011
ACER1	0
ACER2	1.47183
ACER3	6.18539
ACHE	10.1879
ACIN1	27.9955
ACLY	18.8948
ACMSD	0
ACN9	10.8587
ACO1	14.5597
ACO2	78.6885
ACOT1	5.3892
ACOT11	16.454
ACOT12	0
ACOT13	11.421
ACOT2	29.3813
ACOT4	5.20198
ACOT6	0
ACOT7	34.3416
ACOT8	32.3346
ACOT9	9.77624
ACOX1	36.4297
ACOX2	5.87424
ACOX3	5.85254
ACOXL	0.0738231
ACP1	42.4634
ACP2	13.6134
ACP5	29.0234
ACP6	3.77864
ACPL2	2.62133
ACPP	1.1207
ACPT	0
ACR	0.442575
ACRBP	0.795111
ACRC	0.233675
ACRV1	0
ACSBG1	0.198283
ACSBG2	0
ACSF2	52.6357
ACSF3	9.44738
ACSL1	2.20153
ACSL3	14.7821
ACSL4	3.93966
ACSL5	106.286
ACSL6	0.233313
ACSM1	1.35652
ACSM2A	0.0179087
ACSM2B	0
ACSM3	17.762
ACSM4	0.0386147
ACSM5	0.430798
ACSS1	16.673
ACSS2	97.5097
ACSS3	0.509709
ACTA1	0.0833527
ACTA2	106.046
ACTB	1861.85
ACTBL2	0
ACTC1	0
ACTG1	1411.43
ACTG1P4	0
ACTG2	32.3784
ACTL10	2.07346
ACTL6A	21.9055
ACTL6B	0
ACTL7A	0
ACTL7B	0
ACTL8	0
ACTL9	0
ACTN1	27.045
ACTN2	0.0662599
ACTN3	0.0329857
ACTN4	192.008
ACTR10	16.279
ACTR1A	35.0483
ACTR1B	32.1597
ACTR2	123.383
ACTR3	69.698
ACTR3B	1.82844
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	1.60033
ACTR5	2.95433
ACTR6	10.4362
ACTR8	5.65086
ACTRT1	0
ACTRT2	0
ACTRT3	1.07709
ACVR1	5.14213
ACVR1B	30.8041
ACVR1C	3.09515
ACVR2A	5.06529
ACVR2B	0.79936
ACVRL1	37.9458
ACY1	33.6333
ACY3	2.886
ACYP1	10.5037
ACYP2	4.12848
ADA	1.76213
ADAD1	0
ADAD2	0.124152
ADAL	1.22655
ADAM1	1.22351
ADAM10	24.4588
ADAM11	0.0867786
ADAM12	0.100736
ADAM15	25.7205
ADAM17	3.54373
ADAM18	0
ADAM19	2.25848
ADAM2	0
ADAM20	0.0273131
ADAM20P1	0.0508553
ADAM21	0
ADAM21P1	0
ADAM22	0.890215
ADAM23	0.531839
ADAM28	7.27084
ADAM29	0
ADAM30	0
ADAM32	0.19625
ADAM33	2.43064
ADAM3A	0
ADAM5P	0
ADAM6	0
ADAM7	0
ADAM8	3.10173
ADAM9	29.9863
ADAMDEC1	149.849
ADAMTS1	8.42247
ADAMTS10	0.926257
ADAMTS12	0.0965214
ADAMTS13	1.28613
ADAMTS14	1.03778
ADAMTS15	0.890158
ADAMTS16	0.0462279
ADAMTS17	0.804508
ADAMTS18	0.0881931
ADAMTS19	0.0515289
ADAMTS2	0.975422
ADAMTS20	0
ADAMTS3	0.0727165
ADAMTS4	0.261342
ADAMTS5	0.463497
ADAMTS6	0.0675463
ADAMTS7	0.855927
ADAMTS8	0.274145
ADAMTS9	0.462515
ADAMTS9-AS2	0.398471
ADAMTSL1	2.22707
ADAMTSL2	0.831238
ADAMTSL3	0.854939
ADAMTSL4	3.29693
ADAMTSL5	0.512061
ADAP1	64.3341
ADAP2	3.55671
ADAR	30.619
ADARB1	1.16063
ADARB2	0.0406699
ADARB2-AS1	0
ADAT1	2.25577
ADAT2	0.937501
ADAT3	6.11389
ADC	2.85649
ADCK1	3.28793
ADCK2	12.2763
ADCK3	23.2236
ADCK4	9.20263
ADCK5	15.1909
ADCY1	0.0857481
ADCY10	0.0271297
ADCY2	0.304868
ADCY3	7.25309
ADCY4	1.39216
ADCY5	2.9685
ADCY6	33.9152
ADCY7	4.59482
ADCY8	0
ADCY9	7.05986
ADCYAP1	0.162023
ADCYAP1R1	0.145928
ADD1	51.382
ADD2	0.0704051
ADD3	33.6993
ADGB	0.122751
ADH1A	0.215971
ADH1B	56.6984
ADH1C	601.293
ADH4	0.422374
ADH5	76.9448
ADH6	8.15149
ADH7	0
ADHFE1	2.92404
ADI1	82.6673
ADIG	0
ADIPOQ	0.555604
ADIPOQ-AS1	0
ADIPOR1	43.8486
ADIPOR2	34.3181
ADK	7.63526
ADM	10.5699
ADM2	1.22341
ADNP	11.5283
ADNP2	4.44674
ADO	6.57608
ADORA1	0.579635
ADORA2A	2.82864
ADORA2B	20.0962
ADORA3	3.25589
ADPGK	12.2343
ADPRH	1.04129
ADPRHL1	3.82266
ADPRHL2	13.4478
ADRA1A	0.189683
ADRA1B	0.178258
ADRA1D	0.0525119
ADRA2A	28.8298
ADRA2B	0.687268
ADRA2C	0.865
ADRB1	1.33611
ADRB2	1.39445
ADRB3	0.185252
ADRBK1	42.7089
ADRBK2	0.88198
ADRM1	42.1508
ADSL	16.1467
ADSS	18.2791
ADSSL1	1.17342
ADTRP	116.476
AEBP1	19.889
AEBP2	5.22191
AEN	3.28436
AES	240.382
AFAP1	5.0222
AFAP1-AS1	0.104827
AFAP1L1	1.25749
AFAP1L2	4.82554
AFF1	8.067
AFF2	0.0183677
AFF3	0.403426
AFF4	8.85325
AFG3L1P	2.84781
AFG3L2	43.1507
AFM	0
AFMID	7.75352
AFP	0
AFTPH	15.3101
AGA	11.1673
AGAP1	7.76501
AGAP11	1.15913
AGAP2	2.01498
AGAP3	16.7932
AGAP4	1.44993
AGAP5	1.17964
AGAP6	2.26253
AGAP7	1.28175
AGAP8	1.81954
AGAP9	0.197558
AGBL1	0
AGBL2	0.41997
AGBL3	0.0191503
AGBL4	0.0704954
AGBL5	8.33868
AGER	1.46801
AGFG1	5.2314
AGFG2	28.6004
AGGF1	7.34271
AGK	4.74846
AGL	5.92872
AGMAT	9.60652
AGMO	3.08658
AGPAT1	37.482
AGPAT2	116.205
AGPAT3	19.2686
AGPAT4	0.327409
AGPAT4-IT1	0
AGPAT5	7.89219
AGPAT6	10.2125
AGPAT9	13.3382
AGPHD1	1.8789
AGPS	10.6342
AGR2	289.518
AGR3	113.669
AGRN	20.7118
AGRP	0
AGSK1	1.02243
AGT	1.65237
AGTPBP1	1.76427
AGTR1	0.542371
AGTR2	0
AGTRAP	9.59916
AGXT	0.259517
