genes	AMC_17.1_FPKM
A1BG	0.46734
A1BG-AS1	0.0208371
A1CF	4.92821
A2LD1	2.99697
A2M	84.4789
A2ML1	0
A2MP1	0
A4GALT	3.71955
A4GNT	0
AA06	0
AAAS	10.2171
AACS	9.50193
AACSP1	0
AADAC	0.0464494
AADACL2	0.101424
AADACL3	0
AADACL4	0
AADAT	1.83127
AAED1	2.26196
AAGAB	16.8703
AAK1	1.98044
AAMP	63.7191
AANAT	0
AARD	1.00558
AARS	21.7487
AARS2	3.2603
AARSD1	9.68608
AASDH	2.18433
AASDHPPT	7.84198
AASS	0.949909
AATF	14.5152
AATK	4.68175
AATK-AS1	0
ABAT	6.51178
ABCA1	3.88918
ABCA10	0.65227
ABCA11P	2.19722
ABCA12	0.0370751
ABCA13	0.0738402
ABCA17P	0.014907
ABCA2	7.92737
ABCA3	2.07929
ABCA4	0.0573165
ABCA5	6.51495
ABCA6	0.723717
ABCA7	2.54028
ABCA8	3.51872
ABCA9	0.601514
ABCB1	25.5966
ABCB10	6.56803
ABCB11	0.105999
ABCB4	0.271513
ABCB5	0.269151
ABCB6	4.08201
ABCB7	6.55268
ABCB8	4.24092
ABCB9	1.05824
ABCC1	7.03461
ABCC10	4.05584
ABCC11	0.024126
ABCC12	0
ABCC13	1.9881
ABCC2	0.10799
ABCC3	22.0617
ABCC4	2.21872
ABCC5	6.30476
ABCC5-AS1	0
ABCC6	4.54168
ABCC6P1	1.10609
ABCC6P2	3.22585
ABCC8	0.147905
ABCC9	2.21779
ABCD1	5.7496
ABCD2	0.171789
ABCD3	27.8523
ABCD4	7.49976
ABCE1	11.2289
ABCF1	17.5008
ABCF2	12.3132
ABCF3	15.9399
ABCG1	15.8284
ABCG2	3.81207
ABCG4	0.11363
ABCG5	0
ABCG8	0.0865328
ABHD1	0.0431196
ABHD10	7.83743
ABHD11	29.9699
ABHD11-AS1	14.6764
ABHD12	27.1221
ABHD12B	0.421009
ABHD13	4.37772
ABHD14A	5.6284
ABHD14A-ACY1	0.00168762
ABHD14B	32.3892
ABHD15	6.73772
ABHD16A	26.1653
ABHD16B	2.45141
ABHD2	13.3011
ABHD3	32.0186
ABHD4	9.50133
ABHD5	3.57097
ABHD6	5.27362
ABHD8	4.56988
ABI1	26.0252
ABI2	4.23659
ABI3	4.6554
ABI3BP	6.71643
ABL1	26.3587
ABL2	1.81594
ABLIM1	17.727
ABLIM2	3.55451
ABLIM3	2.15957
ABO	35.3288
ABP1	123.259
ABR	35.6935
ABRA	0.0402886
ABRACL	93.3591
ABT1	17.3576
ABTB1	18.7292
ABTB2	6.33701
ACAA1	52.7557
ACAA2	80.8399
ACACA	3.47383
ACACB	5.88723
ACAD10	5.90154
ACAD11	2.1043
ACAD8	8.13214
ACAD9	10.0193
ACADL	0.129736
ACADM	24.8481
ACADS	47.0801
ACADSB	5.98698
ACADVL	110.108
ACAN	0.138996
ACAP1	2.31584
ACAP2	7.07733
ACAP3	9.08556
ACAT1	43.5571
ACAT2	14.7893
ACBD3	18.0471
ACBD4	6.07473
ACBD5	11.1495
ACBD6	9.93661
ACBD7	0.301099
ACCS	5.56283
ACCSL	0.0335935
ACD	4.94194
