genes	AMC_20.2_FPKM
A1BG	0.728298
A1BG-AS1	0.168976
A1CF	6.11225
A2LD1	3.1089
A2M	85.4624
A2ML1	0
A2MP1	0.0727277
A4GALT	2.43189
A4GNT	0
AA06	0
AAAS	11.7178
AACS	10.6293
AACSP1	0
AADAC	0
AADACL2	0.0718411
AADACL3	0
AADACL4	0
AADAT	1.60028
AAED1	2.97693
AAGAB	15.7795
AAK1	1.78657
AAMP	60.4872
AANAT	0.0441421
AARD	0.109269
AARS	20.4722
AARS2	3.60114
AARSD1	10.0705
AASDH	2.39566
AASDHPPT	7.12557
AASS	1.11225
AATF	15.412
AATK	0.863381
AATK-AS1	0
ABAT	8.43837
ABCA1	5.10414
ABCA10	0.607706
ABCA11P	2.54992
ABCA12	0
ABCA13	0.0711615
ABCA17P	0
ABCA2	9.77285
ABCA3	0.929104
ABCA4	0.00461647
ABCA5	6.99461
ABCA6	1.26363
ABCA7	2.63846
ABCA8	8.50836
ABCA9	0.547251
ABCB1	15.4265
ABCB10	7.59187
ABCB11	3.96853
ABCB4	0.349775
ABCB5	0.194719
ABCB6	3.06984
ABCB7	9.47625
ABCB8	4.67716
ABCB9	1.36331
ABCC1	5.54843
ABCC10	4.26203
ABCC11	0.0388182
ABCC12	0
ABCC13	0.814623
ABCC2	0.100777
ABCC3	43.119
ABCC4	6.03355
ABCC5	8.53012
ABCC5-AS1	0
ABCC6	3.69611
ABCC6P1	0.817798
ABCC6P2	3.11224
ABCC8	0.162584
ABCC9	1.66877
ABCD1	4.60598
ABCD2	0.493782
ABCD3	40.9603
ABCD4	8.87368
ABCE1	10.8446
ABCF1	18.9079
ABCF2	14.8522
ABCF3	15.6267
ABCG1	11.369
ABCG2	9.19172
ABCG4	0.0187755
ABCG5	0
ABCG8	0.108752
ABHD1	0.0275539
ABHD10	10.5431
ABHD11	31.8229
ABHD11-AS1	11.2458
ABHD12	23.4859
ABHD12B	1.08801
ABHD13	5.52685
ABHD14A	3.92319
ABHD14A-ACY1	0.00331646
ABHD14B	41.7038
ABHD15	9.38342
ABHD16A	21.3378
ABHD16B	3.25748
ABHD2	15.4013
ABHD3	43.9929
ABHD4	8.68871
ABHD5	6.99808
ABHD6	6.96085
ABHD8	2.36925
ABI1	30.4315
ABI2	3.28444
ABI3	6.15698
ABI3BP	6.69326
ABL1	26.3546
ABL2	1.57266
ABLIM1	22.1569
ABLIM2	2.19713
ABLIM3	2.09852
ABO	67.0768
ABP1	105.153
ABR	42.1773
ABRA	0.0138295
ABRACL	92.4016
ABT1	16.7134
ABTB1	13.8596
ABTB2	2.68961
ACAA1	50.9398
ACAA2	161.061
ACACA	3.15395
ACACB	6.25708
ACAD10	11.6117
ACAD11	2.10997
ACAD8	12.3047
ACAD9	11.1116
ACADL	0.0366053
ACADM	39.8892
ACADS	73.7232
ACADSB	10.9489
ACADVL	161.479
ACAN	0.0101804
ACAP1	6.59914
ACAP2	9.67538
ACAP3	6.98755
