genes	AMC_2.1_FPKM
A1BG	0.241109
A1BG-AS1	0.0281731
A1CF	16.257
A2LD1	1.56614
A2M	33.1469
A2ML1	0
A2MP1	0
A4GALT	0.70743
A4GNT	0
AA06	0
AAAS	21.3254
AACS	6.88186
AACSP1	0
AADAC	3.64498
AADACL2	0
AADACL3	0
AADACL4	0
AADAT	6.0229
AAED1	3.07582
AAGAB	14.469
AAK1	0.663829
AAMP	67.6259
AANAT	0
AARD	0.0581681
AARS	42.4652
AARS2	3.39873
AARSD1	11.775
AASDH	2.81862
AASDHPPT	16.9578
AASS	0.75793
AATF	30.7996
AATK	0.757783
AATK-AS1	0
ABAT	80.3053
ABCA1	2.24238
ABCA10	0.115203
ABCA11P	3.57188
ABCA12	0.0550647
ABCA13	0.118586
ABCA17P	0.0208845
ABCA2	8.01427
ABCA3	0.463427
ABCA4	0.0192671
ABCA5	2.16869
ABCA6	0.195487
ABCA7	0.95659
ABCA8	0.323648
ABCA9	0.0954643
ABCB1	36.4309
ABCB10	12.9352
ABCB11	0.0151204
ABCB4	0.338561
ABCB5	0.0144593
ABCB6	5.09778
ABCB7	10.4153
ABCB8	4.79298
ABCB9	1.83184
ABCC1	19.928
ABCC10	5.13811
ABCC11	0.0217319
ABCC12	0
ABCC13	0.396017
ABCC2	3.21557
ABCC3	9.1517
ABCC4	10.5745
ABCC5	10.7187
ABCC5-AS1	0
ABCC6	12.7038
ABCC6P1	5.06818
ABCC6P2	11.8205
ABCC8	0.0393294
ABCC9	2.68102
ABCD1	4.3101
ABCD2	0.0697039
ABCD3	23.7879
ABCD4	5.06381
ABCE1	34.5377
ABCF1	17.9757
ABCF2	23.8986
ABCF3	17.0379
ABCG1	7.14732
ABCG2	0.359426
ABCG4	0.0154197
ABCG5	0.0113483
ABCG8	0.010224
ABHD1	0.12178
ABHD10	13.2971
ABHD11	42.8348
ABHD11-AS1	2.69446
ABHD12	72.7632
ABHD12B	0
ABHD13	4.86402
ABHD14A	3.99736
ABHD14A-ACY1	0.176256
ABHD14B	25.602
ABHD15	7.50559
ABHD16A	24.8556
ABHD16B	6.91543
ABHD2	10.3573
ABHD3	9.03568
ABHD4	7.88874
ABHD5	2.50497
ABHD6	2.78887
ABHD8	1.61505
ABI1	27.503
ABI2	4.9063
ABI3	2.21873
ABI3BP	1.71039
ABL1	18.9812
ABL2	4.41169
ABLIM1	18.8814
ABLIM2	2.41455
ABLIM3	0.725345
ABO	21.6896
ABP1	44.8032
ABR	33.0926
ABRA	0
ABRACL	103.321
ABT1	18.0251
ABTB1	7.60101
ABTB2	1.81233
ACAA1	25.8646
ACAA2	93.272
ACACA	7.97934
ACACB	1.48503
ACAD10	11.4739
ACAD11	2.52591
ACAD8	7.17287
ACAD9	11.7645
ACADL	0
ACADM	15.3429
ACADS	12.0204
ACADSB	8.54691
ACADVL	56.1667
ACAN	0.322136
ACAP1	0.899898
ACAP2	7.69366
ACAP3	6.26428
ACAT1	46.4211
ACAT2	18.7884
ACBD3	22.9007
ACBD4	2.54312
ACBD5	13.8285
ACBD6	21.6335
ACBD7	0.599542
ACCS	6.8811
ACCSL	0
ACD	8.36739
ACE	12.4675
ACE2	32.2111
ACER1	0
ACER2	1.29443
ACER3	5.98062
ACHE	0.772398
ACIN1	28.3401
ACLY	45.8295
ACMSD	0.0214153
ACN9	6.33222
ACO1	13.3826
ACO2	31.4579
ACOT1	4.99038
ACOT11	6.68411
ACOT12	0.0140493
ACOT13	10.0925
ACOT2	24.5859
ACOT4	2.40257
ACOT6	0
ACOT7	25.658
ACOT8	31.5535
ACOT9	10.9117
ACOX1	10.695
ACOX2	19.2246
ACOX3	5.5162
ACOXL	0.0512349
ACP1	38.9234
ACP2	9.89833
ACP5	19.4926
ACP6	8.91167
ACPL2	6.00162
ACPP	0.837692
ACPT	0
ACR	0.463351
ACRBP	0.360525
ACRC	0.126758
ACRV1	0.0717245
ACSBG1	0.0400779
ACSBG2	0.0332327
ACSF2	20.3121
ACSF3	7.33145
ACSL1	18.9632
ACSL3	21.9743
ACSL4	8.65041
ACSL5	127.784
ACSL6	8.52996
ACSM1	0.149185
ACSM2A	0.00273986
ACSM2B	0.00474747
ACSM3	25.8931
ACSM4	0
ACSM5	0.0862405
ACSS1	48.9627
ACSS2	71.9476
ACSS3	0.452613
ACTA1	0
ACTA2	60.1549
ACTB	1549.69
ACTBL2	0.011508
ACTC1	0.105242
ACTG1	770.107
ACTG1P4	0.171076
ACTG2	17.7151
ACTL10	9.10306
ACTL6A	57.0409
ACTL6B	0
ACTL7A	0
ACTL7B	0
ACTL8	0.206601
ACTL9	0
ACTN1	52.6682
ACTN2	0.010043
ACTN3	0.00672378
ACTN4	126.203
ACTR10	21.3683
ACTR1A	21.866
ACTR1B	21.5345
ACTR2	140.044
ACTR3	86.2852
ACTR3B	8.29087
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	3.44013
ACTR5	7.93268
ACTR6	12.5057
ACTR8	7.76763
ACTRT1	0
ACTRT2	0
ACTRT3	1.785
ACVR1	6.12417
ACVR1B	33.1704
ACVR1C	0.304083
ACVR2A	2.94053
ACVR2B	1.64324
ACVRL1	11.9224
ACY1	38.5308
ACY3	3.92512
ACYP1	11.6971
ACYP2	4.31932
ADA	1.42699
ADAD1	0
ADAD2	0.0152096
ADAL	1.63305
ADAM1	1.00325
ADAM10	17.4738
ADAM11	0.016362
ADAM12	1.57342
ADAM15	30.5501
ADAM17	5.33968
ADAM18	0
ADAM19	6.03366
ADAM2	0
ADAM20	0
ADAM20P1	0.0376465
ADAM21	0.0203996
ADAM21P1	0.01324
ADAM22	1.69535
ADAM23	4.85328
ADAM28	1.25384
ADAM29	0
ADAM30	0
ADAM32	2.59165
ADAM33	0.350871
ADAM3A	0
ADAM5P	0
ADAM6	0
ADAM7	0
ADAM8	1.22693
ADAM9	38.1914
ADAMDEC1	7.04177
ADAMTS1	2.71855
ADAMTS10	0.564206
ADAMTS12	1.70057
ADAMTS13	0.647854
ADAMTS14	1.39787
ADAMTS15	0.0878147
ADAMTS16	0.155191
ADAMTS17	0.0965789
ADAMTS18	0.0523268
ADAMTS19	0.0100965
ADAMTS2	4.40492
ADAMTS20	0.00412184
ADAMTS3	0.138988
ADAMTS4	1.36176
ADAMTS5	0.420415
ADAMTS6	0.326532
ADAMTS7	1.43831
ADAMTS8	0.594639
ADAMTS9	1.5362
ADAMTS9-AS2	0
ADAMTSL1	2.1295
ADAMTSL2	2.531
ADAMTSL3	0.38479
ADAMTSL4	0.366617
ADAMTSL5	0.793219
ADAP1	44.4194
ADAP2	1.54629
ADAR	30.4493
ADARB1	1.42632
ADARB2	0.0687798
ADARB2-AS1	0
ADAT1	5.11549
ADAT2	2.25395
ADAT3	3.19257
ADC	1.88907
ADCK1	8.69827
ADCK2	17.9896
ADCK3	31.7033
ADCK4	4.95097
ADCK5	17.5918
ADCY1	0.790002
ADCY10	0.00502389
ADCY2	0.181021
ADCY3	8.97917
ADCY4	0.70368
ADCY5	0.396114
ADCY6	17.9926
ADCY7	4.14864
ADCY8	0
ADCY9	2.30042
ADCYAP1	1.0651
ADCYAP1R1	0.0080576
ADD1	25.6706
ADD2	0.0647092
ADD3	57.4652
ADGB	0.117861
ADH1A	0.0389516
ADH1B	2.55112
ADH1C	402.726
ADH4	0.339885
ADH5	64.1272
ADH6	6.15983
ADH7	0
ADHFE1	0.122151
ADI1	47.1868
ADIG	0
ADIPOQ	0
ADIPOQ-AS1	0
ADIPOR1	38.1499
ADIPOR2	16.9623
ADK	35.2223
ADM	3.73536
ADM2	1.79297
ADNP	42.4894
ADNP2	4.81791
ADO	9.33521
ADORA1	0.444014
ADORA2A	0.600809
ADORA2B	8.38836
ADORA3	0.760361
ADPGK	15.5818
ADPRH	1.43257
ADPRHL1	1.31226
ADPRHL2	8.1168
ADRA1A	0.0650992
ADRA1B	0.13858
ADRA1D	0.0136512
ADRA2A	12.7159
ADRA2B	0.0934243
ADRA2C	3.44318
ADRB1	0.0363319
ADRB2	0.205212
ADRB3	0.0295501
ADRBK1	31.8492
ADRBK2	1.5469
ADRM1	136.085
ADSL	22.0014
ADSS	26.8604
ADSSL1	0.22509
ADTRP	4.68464
AEBP1	9.57497
AEBP2	5.55014
AEN	6.91908
AES	103.585
AFAP1	9.63908
AFAP1-AS1	0.143355
AFAP1L1	0.905034
AFAP1L2	1.58715
AFF1	8.82982
AFF2	0.0233968
AFF3	0.0908726
AFF4	8.03913
AFG3L1P	5.31867
AFG3L2	28.902
AFM	0.0287739
AFMID	5.16632
AFP	0.026043
AFTPH	16.3418
AGA	12.2677
AGAP1	4.58899
AGAP11	0.159378
AGAP2	0.377394
AGAP3	22.8107
AGAP4	2.0765
AGAP5	1.05979
AGAP6	2.82165
AGAP7	0.360353
AGAP8	0.83348
AGAP9	0.659175
AGBL1	0
AGBL2	0.172098
AGBL3	0.0541586
AGBL4	0
AGBL5	5.56522
AGER	0.561508
AGFG1	11.5751
AGFG2	8.96461
AGGF1	8.54295
AGK	12.4017
AGL	4.01884
AGMAT	22.0293
AGMO	0.893606
AGPAT1	18.9937
AGPAT2	94.8359
AGPAT3	11.5966
AGPAT4	0.288287
AGPAT4-IT1	0.0360473
AGPAT5	5.91917
AGPAT6	17.8263
AGPAT9	2.94687
AGPHD1	1.25459
AGPS	11.6155
AGR2	413.535
AGR3	22.1927
AGRN	13.9749
AGRP	0
AGSK1	0.670361
AGT	5.56982
AGTPBP1	3.37438
AGTR1	1.04936
AGTR2	0
AGTRAP	12.2612
AGXT	0.142451
AGXT2	0
AGXT2L1	0
AGXT2L2	4.7816
AHCTF1	10.042
AHCY	281.336
AHCYL1	21.4998
AHCYL2	33.7459
AHDC1	2.12972
AHI1	3.8835
AHNAK	6.81859
AHNAK2	0.346266
AHR	8.39191
AHRR	0.422877
AHSA1	81.9416
AHSA2	8.44981
AHSG	0.224363
AHSP	0
AICDA	0.0198034
AIDA	17.7021
AIF1	18.3399
AIF1L	3.41647
AIFM1	48.5306
AIFM2	7.99908
AIFM3	3.49204
AIG1	25.7456
AIM1	7.93655
AIM1L	0.483396
AIM2	0.4793
AIMP1	25.9904
AIMP2	37.2376
AIP	30.3905
AIPL1	0
