genes	AMC_5.1_FPKM
A1BG	0.773777
A1BG-AS1	0.149216
A1CF	4.63792
A2LD1	3.55649
A2M	114.636
A2ML1	0
A2MP1	0
A4GALT	3.55672
A4GNT	0
AA06	0
AAAS	10.4827
AACS	9.04754
AACSP1	0
AADAC	0.0988293
AADACL2	1.02111
AADACL3	0
AADACL4	0
AADAT	1.6324
AAED1	2.77228
AAGAB	18.312
AAK1	1.89732
AAMP	53.527
AANAT	0.107028
AARD	0.0478163
AARS	19.0793
AARS2	3.79898
AARSD1	9.87649
AASDH	2.65363
AASDHPPT	7.67861
AASS	1.68859
AATF	13.1091
AATK	1.19486
AATK-AS1	0
ABAT	8.76696
ABCA1	5.83678
ABCA10	0.685321
ABCA11P	2.33715
ABCA12	0
ABCA13	0.0279905
ABCA17P	0.0224052
ABCA2	6.01247
ABCA3	1.04844
ABCA4	0.0463165
ABCA5	7.92663
ABCA6	1.66651
ABCA7	1.99044
ABCA8	8.25796
ABCA9	1.10217
ABCB1	24.6972
ABCB10	7.71454
ABCB11	1.56836
ABCB4	0.386974
ABCB5	0.655236
ABCB6	2.62545
ABCB7	7.76793
ABCB8	3.40949
ABCB9	0.907363
ABCC1	4.23604
ABCC10	4.04839
ABCC11	0.067812
ABCC12	0
ABCC13	2.44349
ABCC2	0.140241
ABCC3	45.1071
ABCC4	6.15131
ABCC5	8.09652
ABCC5-AS1	0
ABCC6	4.47403
ABCC6P1	1.27932
ABCC6P2	2.29474
ABCC8	0.108685
ABCC9	1.66257
ABCD1	3.25716
ABCD2	0.264835
ABCD3	32.5135
ABCD4	9.60842
ABCE1	15.3392
ABCF1	13.503
ABCF2	11.2671
ABCF3	12.4034
ABCG1	18.0916
ABCG2	3.1668
ABCG4	0.0571571
ABCG5	0.109629
ABCG8	0.239921
ABHD1	0
ABHD10	8.86893
ABHD11	24.1026
ABHD11-AS1	19.819
ABHD12	23.8095
ABHD12B	0.095207
ABHD13	4.54829
ABHD14A	3.58389
ABHD14A-ACY1	0.00393589
ABHD14B	29.3429
ABHD15	6.08609
ABHD16A	16.744
ABHD16B	1.45154
ABHD2	21.5114
ABHD3	43.1865
ABHD4	9.26857
ABHD5	8.19336
ABHD6	7.02183
ABHD8	2.19538
ABI1	24.4038
ABI2	3.60636
ABI3	4.40842
ABI3BP	7.60464
ABL1	17.9557
ABL2	1.6906
ABLIM1	23.8074
ABLIM2	1.77013
ABLIM3	2.37936
ABO	16.0099
ABP1	131.374
ABR	31.7891
ABRA	0.0147112
ABRACL	85.8141
ABT1	12.9801
ABTB1	9.5167
ABTB2	5.12186
ACAA1	40.0389
ACAA2	117.956
ACACA	3.48048
ACACB	3.88606
ACAD10	7.92205
ACAD11	1.90741
ACAD8	9.51232
ACAD9	8.05741
ACADL	0.0386979
ACADM	27.5189
ACADS	72.6312
ACADSB	6.98828
ACADVL	126.999
ACAN	0.089082
ACAP1	3.44697
ACAP2	10.5912
ACAP3	5.68786
ACAT1	53.5952
ACAT2	21.2402
ACBD3	17.0767
ACBD4	5.88607
ACBD5	12.8059
ACBD6	9.80762
ACBD7	0.077328
ACCS	4.56282
ACCSL	0
ACD	3.20543
ACE	9.05548
ACE2	13.5485
ACER1	0
ACER2	1.3185
ACER3	8.98345
ACHE	5.2191
ACIN1	22.9161
ACLY	19.6957
ACMSD	0
ACN9	5.5247
ACO1	16.4742
ACO2	58.9693
ACOT1	4.85536
ACOT11	13.6356
ACOT12	0
ACOT13	9.21054
ACOT2	17.46
ACOT4	4.21632
ACOT6	0.0589148
ACOT7	18.5752
ACOT8	16.6012
ACOT9	10.5068
ACOX1	26.5337
ACOX2	3.05154
ACOX3	5.10189
ACOXL	0.116647
ACP1	42.429
ACP2	22.1205
ACP5	32.271
ACP6	4.39993
ACPL2	3.41894
ACPP	1.36878
ACPT	0
ACR	0.253019
ACRBP	0.476253
ACRC	0.230911
ACRV1	0.0510032
ACSBG1	0.127399
ACSBG2	0.0135091
ACSF2	22.9963
ACSF3	4.74701
ACSL1	3.77555
ACSL3	17.709
ACSL4	8.25779
ACSL5	91.1929
ACSL6	0.147369
ACSM1	0.518842
ACSM2A	0.0102605
ACSM2B	0
ACSM3	13.2892
ACSM4	0
ACSM5	0.365847
ACSS1	9.34968
ACSS2	55.0375
ACSS3	0.702576
ACTA1	0.0274745
ACTA2	96.7904
ACTB	1393.98
ACTBL2	0
ACTC1	0.0372102
ACTG1	952.941
ACTG1P4	0.11379
ACTG2	19.7254
ACTL10	1.32044
ACTL6A	27.3303
ACTL6B	0.0958577
ACTL7A	0
ACTL7B	0
ACTL8	0
ACTL9	0
ACTN1	23.9832
ACTN2	0.0576971
ACTN3	0.0535999
ACTN4	143.283
ACTR10	22.1115
ACTR1A	27.3379
ACTR1B	19.5629
ACTR2	133.205
ACTR3	90.0871
ACTR3B	2.62125
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	2.47766
ACTR5	3.10347
ACTR6	11.27
ACTR8	4.52363
ACTRT1	0
ACTRT2	0
ACTRT3	1.01956
ACVR1	6.5313
ACVR1B	18.4608
ACVR1C	2.43292
ACVR2A	3.96757
ACVR2B	0.975754
ACVRL1	31.837
ACY1	18.8472
ACY3	1.71227
ACYP1	4.86362
ACYP2	3.60349
ADA	1.87738
ADAD1	0
ADAD2	0.0233213
ADAL	0.916071
ADAM1	1.10411
ADAM10	23.2247
ADAM11	0.0342808
ADAM12	0.105961
ADAM15	27.2145
ADAM17	5.21121
ADAM18	0
ADAM19	3.14838
ADAM2	0
ADAM20	0
ADAM20P1	0.0155324
ADAM21	0.0372443
ADAM21P1	0.0173774
ADAM22	0.738795
ADAM23	1.02728
ADAM28	3.33666
ADAM29	0
ADAM30	0
ADAM32	0.891122
ADAM33	5.29129
ADAM3A	0
ADAM5P	0
ADAM6	0
ADAM7	0
ADAM8	2.65543
ADAM9	30.6422
ADAMDEC1	154.475
ADAMTS1	6.95573
ADAMTS10	1.13865
ADAMTS12	0.106267
ADAMTS13	0.856333
ADAMTS14	1.15458
ADAMTS15	1.9482
ADAMTS16	0.924232
ADAMTS17	0.387696
ADAMTS18	0.0716264
ADAMTS19	0.150907
ADAMTS2	1.39768
ADAMTS20	0
ADAMTS3	0.104608
ADAMTS4	1.0603
ADAMTS5	0.903572
ADAMTS6	0.108664
ADAMTS7	0.839938
ADAMTS8	0.395222
ADAMTS9	1.29953
ADAMTS9-AS2	0.69849
ADAMTSL1	1.39953
ADAMTSL2	0.761951
ADAMTSL3	1.12437
ADAMTSL4	5.44386
ADAMTSL5	0.867768
ADAP1	29.498
ADAP2	3.41975
ADAR	35.3608
ADARB1	1.65295
ADARB2	0.0335402
ADARB2-AS1	0
ADAT1	3.20867
ADAT2	1.14743
ADAT3	4.41368
ADC	2.51678
ADCK1	2.50599
ADCK2	9.0733
ADCK3	14.4665
ADCK4	6.61011
ADCK5	7.44726
ADCY1	0.127097
ADCY10	0.00830308
ADCY2	0.275922
ADCY3	6.74604
ADCY4	1.48722
ADCY5	1.71215
ADCY6	14.8485
ADCY7	4.96407
ADCY8	0.0209818
ADCY9	8.03869
ADCYAP1	0.418459
ADCYAP1R1	0.359303
ADD1	39.8129
ADD2	0.115451
ADD3	35.872
ADGB	0.065373
ADH1A	0.317665
ADH1B	72.2186
ADH1C	319.798
ADH4	0.489945
ADH5	54.2941
ADH6	8.02915
ADH7	0
ADHFE1	1.42924
ADI1	40.8716
ADIG	0
ADIPOQ	0.419595
ADIPOQ-AS1	0
ADIPOR1	36.3378
ADIPOR2	26.8663
ADK	8.86934
ADM	41.8472
ADM2	0.977264
ADNP	12.3063
ADNP2	4.19464
ADO	5.4157
ADORA1	0.529427
ADORA2A	2.51042
ADORA2B	13.493
ADORA3	3.31166
ADPGK	14.6555
ADPRH	1.63738
ADPRHL1	1.37294
ADPRHL2	10.4247
ADRA1A	0.416817
ADRA1B	0.285478
ADRA1D	0.0857644
ADRA2A	9.04299
ADRA2B	0.469217
ADRA2C	0.72845
ADRB1	0.854713
ADRB2	1.35703
ADRB3	0.138041
ADRBK1	30.2541
ADRBK2	1.01006
ADRM1	35.0874
ADSL	16.2409
ADSS	21.5538
ADSSL1	0.808572
ADTRP	65.8365
AEBP1	22.9666
AEBP2	4.24556
AEN	4.55772
AES	157.376
AFAP1	5.41241
AFAP1-AS1	0.0684761
AFAP1L1	1.30869
AFAP1L2	5.20045
AFF1	9.51225
AFF2	0.0537734
AFF3	0.502028
