genes	AMC_21.1_FPKM
A1BG	0.345444
A1BG-AS1	0.0142429
A1CF	3.8125
A2LD1	2.64506
A2M	61.0966
A2ML1	0.0136536
A2MP1	0
A4GALT	1.6025
A4GNT	0
AA06	0
AAAS	15.4752
AACS	13.9257
AACSP1	0.0376161
AADAC	0.41602
AADACL2	0
AADACL3	0
AADACL4	0
AADAT	1.85938
AAED1	1.52387
AAGAB	26.2559
AAK1	1.24618
AAMP	67.4709
AANAT	0.102788
AARD	0.105157
AARS	25.3875
AARS2	4.36252
AARSD1	10.2933
AASDH	2.15642
AASDHPPT	8.36698
AASS	1.27516
AATF	23.6506
AATK	1.30866
AATK-AS1	0
ABAT	7.58531
ABCA1	1.4559
ABCA10	0.102621
ABCA11P	3.36309
ABCA12	0.00480171
ABCA13	0.64161
ABCA17P	0.174548
ABCA2	7.13525
ABCA3	0.541629
ABCA4	0.0144793
ABCA5	1.6959
ABCA6	0.0994509
ABCA7	3.98613
ABCA8	0.0978156
ABCA9	0.0131747
ABCB1	3.19719
ABCB10	7.82689
ABCB11	0.0230322
ABCB4	0.83248
ABCB5	0
ABCB6	3.5549
ABCB7	6.25271
ABCB8	5.3983
ABCB9	0.670456
ABCC1	12.0581
ABCC10	5.69288
ABCC11	0.10237
ABCC12	0
ABCC13	0.255072
ABCC2	0.502744
ABCC3	30.0813
ABCC4	5.02882
ABCC5	6.3393
ABCC5-AS1	0
ABCC6	6.17585
ABCC6P1	0.896304
ABCC6P2	5.8863
ABCC8	0.0218294
ABCC9	2.93254
ABCD1	1.87601
ABCD2	0.0755152
ABCD3	15.821
ABCD4	6.42252
ABCE1	10.3385
ABCF1	17.8639
ABCF2	19.6992
ABCF3	15.4822
ABCG1	9.11888
ABCG2	0.513926
ABCG4	0.0466382
ABCG5	0.18066
ABCG8	0.119483
ABHD1	0.239355
ABHD10	12.5826
ABHD11	85.6331
ABHD11-AS1	10.345
ABHD12	12.6924
ABHD12B	0.0585098
ABHD13	3.92877
ABHD14A	2.43703
ABHD14A-ACY1	0.00142732
ABHD14B	21.1704
ABHD15	2.84258
ABHD16A	26.5718
ABHD16B	7.57344
ABHD2	32.9496
ABHD3	10.011
ABHD4	7.51307
ABHD5	1.54914
ABHD6	2.4191
ABHD8	2.88358
ABI1	47.9565
ABI2	5.97531
ABI3	3.21068
ABI3BP	0.752143
ABL1	14.9009
ABL2	2.3939
ABLIM1	5.20308
ABLIM2	2.01645
ABLIM3	0.883553
ABO	24.19
ABP1	55.1165
ABR	16.5826
ABRA	0
ABRACL	125.318
ABT1	21.0902
ABTB1	9.27776
ABTB2	2.14298
ACAA1	17.6073
ACAA2	32.9418
ACACA	7.5561
ACACB	0.99319
ACAD10	8.49199
ACAD11	2.0951
ACAD8	4.09837
ACAD9	11.655
ACADL	0.0334283
