genes	AMC_2.3_FPKM
A1BG	371.853
A1BG-AS1	0.294718
A1CF	14.1812
A2LD1	2.2037
A2M	164.118
A2ML1	0.00808437
A2MP1	0
A4GALT	0.548116
A4GNT	0.0198457
AA06	0
AAAS	16.2445
AACS	7.37089
AACSP1	0.0157877
AADAC	89.5671
AADACL2	0
AADACL3	0
AADACL4	0
AADAT	5.98036
AAED1	3.12431
AAGAB	11.8507
AAK1	1.04036
AAMP	68.4841
AANAT	0
AARD	0
AARS	50.8819
AARS2	3.64412
AARSD1	15.183
AASDH	2.56041
AASDHPPT	15.355
AASS	3.72857
AATF	26.6229
AATK	2.80676
AATK-AS1	0
ABAT	71.9277
ABCA1	3.9834
ABCA10	0.747206
ABCA11P	1.80374
ABCA12	0.00402698
ABCA13	0.0104039
ABCA17P	0.0263001
ABCA2	8.56671
ABCA3	0.555781
ABCA4	0.0550929
ABCA5	1.92294
ABCA6	6.35212
ABCA7	1.16164
ABCA8	6.39432
ABCA9	1.003
ABCB1	20.2879
ABCB10	13.9763
ABCB11	6.16032
ABCB4	12.4081
ABCB5	0
ABCB6	8.93511
ABCB7	10.464
ABCB8	4.60207
ABCB9	1.23485
ABCC1	9.51496
ABCC10	3.43132
ABCC11	0.201304
ABCC12	0
ABCC13	0.014104
ABCC2	7.71938
ABCC3	16.1053
ABCC4	8.29379
ABCC5	8.99082
ABCC5-AS1	0
ABCC6	15.1306
ABCC6P1	7.80459
ABCC6P2	3.82285
ABCC8	0
ABCC9	4.40249
ABCD1	3.29232
ABCD2	0.132297
ABCD3	31.3968
ABCD4	5.82109
ABCE1	24.7734
ABCF1	18.2706
ABCF2	18.0119
ABCF3	18.5115
ABCG1	2.36733
ABCG2	2.18923
ABCG4	0.0473279
ABCG5	11.7977
ABCG8	10.3052
ABHD1	0.149425
ABHD10	18.1984
ABHD11	36.711
ABHD11-AS1	0.935118
ABHD12	39.6347
ABHD12B	0.0249586
ABHD13	3.51534
ABHD14A	3.94831
ABHD14A-ACY1	0.358357
ABHD14B	28.0654
ABHD15	6.2956
ABHD16A	24.038
ABHD16B	3.70963
ABHD2	34.5367
ABHD3	10.6978
ABHD4	4.10098
ABHD5	2.09698
ABHD6	7.01506
ABHD8	2.77799
ABI1	17.5435
ABI2	5.33396
ABI3	2.89988
ABI3BP	0.973831
ABL1	9.56296
ABL2	2.67207
ABLIM1	13.0295
ABLIM2	2.23803
ABLIM3	9.2038
ABO	8.68985
ABP1	19.0229
ABR	25.6645
ABRA	0.0112644
ABRACL	64.7292
ABT1	13.3554
ABTB1	9.01423
ABTB2	2.66547
ACAA1	95.1425
ACAA2	100.097
ACACA	6.88996
ACACB	4.13452
ACAD10	11.5558
ACAD11	9.60031
ACAD8	10.6824
ACAD9	14.931
ACADL	2.84991
ACADM	39.4921
ACADS	27.1603
ACADSB	33.6549
ACADVL	196.923
ACAN	0.185143
ACAP1	2.7379
ACAP2	7.84811
ACAP3	8.95739
ACAT1	126.066
ACAT2	25.4363
ACBD3	16.9357
