genes	AMC_12.1_FPKM
A1BG	0.887596
A1BG-AS1	0.0555953
A1CF	3.02893
A2LD1	4.7753
A2M	78.8008
A2ML1	0
A2MP1	0
A4GALT	4.11791
A4GNT	0.0495983
AA06	0
AAAS	14.4322
AACS	8.40988
AACSP1	0
AADAC	0.763541
AADACL2	0
AADACL3	0
AADACL4	0
AADAT	1.91854
AAED1	4.83054
AAGAB	13.0859
AAK1	2.05214
AAMP	55.1378
AANAT	0.0458001
AARD	0.0401008
AARS	34.0818
AARS2	4.13306
AARSD1	14.8466
AASDH	2.32542
AASDHPPT	11.0888
AASS	0.688092
AATF	21.8458
AATK	2.90541
AATK-AS1	0
ABAT	6.21645
ABCA1	2.90424
ABCA10	0.0924793
ABCA11P	2.03928
ABCA12	0.00517444
ABCA13	0.033774
ABCA17P	0.0201078
ABCA2	12.9862
ABCA3	0.91799
ABCA4	0.0385274
ABCA5	1.06596
ABCA6	0.287272
ABCA7	1.94178
ABCA8	0.574282
ABCA9	0.147064
ABCB1	2.05603
ABCB10	5.895
ABCB11	0.00818901
ABCB4	0.389905
ABCB5	0.0456846
ABCB6	8.40253
ABCB7	10.0862
ABCB8	5.65862
ABCB9	0.733388
ABCC1	10.8873
ABCC10	6.83962
ABCC11	0.0162902
ABCC12	0.00695543
ABCC13	0.0679009
ABCC2	0.239893
ABCC3	22.0395
ABCC4	2.07509
ABCC5	8.89912
ABCC5-AS1	0
ABCC6	2.26451
ABCC6P1	0.217192
ABCC6P2	0.536162
ABCC8	0.0205267
ABCC9	3.35918
ABCD1	6.912
ABCD2	0.129783
ABCD3	17.7617
ABCD4	5.64916
ABCE1	19.3814
ABCF1	20.2935
ABCF2	14.8594
ABCF3	17.3381
ABCG1	11.7536
ABCG2	0.45798
ABCG4	0.0861772
ABCG5	0.0315691
ABCG8	0.041955
ABHD1	0.138564
ABHD10	9.81255
ABHD11	31.7952
ABHD11-AS1	1.28628
ABHD12	39.1409
ABHD12B	0
ABHD13	6.84151
ABHD14A	6.4381
ABHD14A-ACY1	0.219461
ABHD14B	46.8829
ABHD15	4.88545
ABHD16A	33.6384
ABHD16B	5.12939
ABHD2	31.6768
ABHD3	8.0716
ABHD4	8.29624
ABHD5	3.04302
ABHD6	5.50944
ABHD8	3.21634
ABI1	22.9674
ABI2	5.09745
ABI3	5.21055
ABI3BP	1.10411
ABL1	30.2211
ABL2	2.51367
ABLIM1	18.3683
ABLIM2	8.68696
ABLIM3	2.18641
ABO	25.0669
ABP1	24.8277
ABR	21.1855
ABRA	0.027458
ABRACL	57.3295
ABT1	21.6202
ABTB1	10.9912
ABTB2	4.30667
ACAA1	38.9902
ACAA2	29.842
ACACA	5.21762
ACACB	1.52407
ACAD10	4.89234
ACAD11	3.42887
ACAD8	9.17323
ACAD9	13.1246
ACADL	0
ACADM	14.0864
ACADS	12.2537
ACADSB	2.28263
ACADVL	58.8928
ACAN	1.91267
ACAP1	1.51268
ACAP2	5.02114
ACAP3	12.8397
ACAT1	29.3452
ACAT2	21.4448
ACBD3	15.7895
ACBD4	4.32161
ACBD5	7.12116
ACBD6	17.6227
ACBD7	1.11383
ACCS	2.8545
ACCSL	0
ACD	9.24791
ACE	8.04772
ACE2	0.169069
ACER1	0.0510517
ACER2	1.08005
ACER3	4.45194
ACHE	1.16366
ACIN1	24.6229
ACLY	29.0952
ACMSD	0
ACN9	11.4872
ACO1	15.6056
ACO2	26.812
ACOT1	4.51061
ACOT11	9.89691
ACOT12	0.0208838
ACOT13	7.59743
ACOT2	16.1431
ACOT4	2.31581
ACOT6	0
ACOT7	30.2602
ACOT8	20.9299
ACOT9	24.2242
ACOX1	5.94018
ACOX2	7.3536
ACOX3	4.01278
ACOXL	0
ACP1	62.834
ACP2	15.4125
ACP5	28.2767
ACP6	5.2162
ACPL2	6.07635
ACPP	0.308394
ACPT	0.0302839
ACR	0.410836
ACRBP	0.68105
ACRC	0.347115
ACRV1	0.0488196
ACSBG1	0.26189
ACSBG2	0.0130292
ACSF2	5.62202
ACSF3	5.78631
ACSL1	6.50266
ACSL3	20.2307
ACSL4	6.62716
ACSL5	96.0699
ACSL6	6.82526
ACSM1	0.188692
ACSM2A	0.0134499
ACSM2B	0.0359612
ACSM3	3.20362
ACSM4	0.0220004
ACSM5	0.124691
ACSS1	39.4753
ACSS2	18.1942
ACSS3	0.811534
ACTA1	0.0475534
ACTA2	412.92
ACTB	3148.65
ACTBL2	0.0184256
ACTC1	3.4873
ACTG1	942.549
ACTG1P4	0.021237
ACTG2	328.237
ACTL10	5.28902
ACTL6A	58.9903
ACTL6B	0.0206322
ACTL7A	0
ACTL7B	0
ACTL8	0.178152
ACTL9	0
ACTN1	104.96
ACTN2	0.0153038
ACTN3	0.00948174
ACTN4	190.625
ACTR10	12.2526
ACTR1A	29.2433
ACTR1B	29.8419
ACTR2	107.105
ACTR3	84.1502
ACTR3B	4.33178
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	1.6385
ACTR5	4.79942
ACTR6	7.73222
ACTR8	7.93961
ACTRT1	0
ACTRT2	0
ACTRT3	1.33826
ACVR1	9.12174
ACVR1B	15.2568
ACVR1C	1.14092
ACVR2A	2.38258
ACVR2B	0.982389
ACVRL1	11.2511
ACY1	33.4848
ACY3	4.5637
ACYP1	15.647
ACYP2	5.50486
ADA	2.51086
ADAD1	0
ADAD2	0.01834
ADAL	1.52642
ADAM1	0.359988
ADAM10	15.5161
ADAM11	0.0291122
ADAM12	5.59221
ADAM15	40.622
ADAM17	6.47916
ADAM18	0
ADAM19	8.35275
ADAM2	0
ADAM20	0
ADAM20P1	0.0449103
ADAM21	0
ADAM21P1	0
ADAM22	0.545093
ADAM23	1.27019
ADAM28	1.64005
ADAM29	0
ADAM30	0
ADAM32	0.912272
ADAM33	1.59734
ADAM3A	0
ADAM5P	0
ADAM6	0
ADAM7	0
ADAM8	4.95294
ADAM9	39.7071
ADAMDEC1	5.12174
ADAMTS1	10.6131
ADAMTS10	1.78557
ADAMTS12	4.21793
ADAMTS13	1.02686
ADAMTS14	2.44565
ADAMTS15	0.98497
ADAMTS16	0.749926
ADAMTS17	0.284807
ADAMTS18	0.129803
ADAMTS19	0.0450651
ADAMTS2	13.1232
ADAMTS20	0
ADAMTS3	0.170155
ADAMTS4	10.6706
ADAMTS5	0.93285
ADAMTS6	0.588527
ADAMTS7	3.20995
ADAMTS8	0.936679
ADAMTS9	2.54165
ADAMTS9-AS2	0.216525
ADAMTSL1	1.09268
ADAMTSL2	5.22545
ADAMTSL3	1.23244
ADAMTSL4	1.53963
ADAMTSL5	0.682124
ADAP1	89.1729
ADAP2	3.46538
ADAR	27.4117
ADARB1	2.39294
ADARB2	0.0520219
ADARB2-AS1	0
ADAT1	3.79444
ADAT2	1.61278
ADAT3	4.81979
ADC	2.61723
ADCK1	4.38557
ADCK2	10.8175
ADCK3	17.9013
ADCK4	10.1456
ADCK5	9.2492
ADCY1	0.283165
ADCY10	0
ADCY2	0.554852
ADCY3	17.2938
ADCY4	2.30965
ADCY5	1.62735
ADCY6	13.937
ADCY7	3.76212
ADCY8	0
ADCY9	3.14442
ADCYAP1	0.846318
ADCYAP1R1	0.1858
ADD1	32.3796
ADD2	0.211517
ADD3	27.4918
ADGB	0
ADH1A	0.402467
ADH1B	3.69121
ADH1C	1.43477
ADH4	0.464239
ADH5	45.3806
ADH6	0.273687
ADH7	0
ADHFE1	0.294044
ADI1	43.6748
ADIG	0
ADIPOQ	0.216971
ADIPOQ-AS1	0.0120357
ADIPOR1	38.0436
ADIPOR2	17.0572
ADK	22.1429
ADM	8.93589
ADM2	2.33865
ADNP	17.7366
ADNP2	4.01005
ADO	7.38527
ADORA1	1.06079
ADORA2A	1.26303
ADORA2B	4.04144
ADORA3	1.82482
ADPGK	13.0136
ADPRH	3.00565
ADPRHL1	3.80159
ADPRHL2	15.3657
ADRA1A	0.0442627
ADRA1B	0.138666
ADRA1D	0.140142
ADRA2A	1.98256
ADRA2B	0.248394
ADRA2C	4.32077
ADRB1	0.350736
ADRB2	0.525854
ADRB3	0.0185203
ADRBK1	65.3471
ADRBK2	2.1227
ADRM1	99.307
ADSL	27.6388
ADSS	19.2854
ADSSL1	0.945955
ADTRP	0.539559
AEBP1	81.7024
AEBP2	3.98619
AEN	10.3651
AES	179.423
AFAP1	6.99204
AFAP1-AS1	0.182416
AFAP1L1	2.47111
AFAP1L2	4.23374
AFF1	3.88173
AFF2	0.0311607
AFF3	0.220495
AFF4	5.91027
AFG3L1P	2.37804
AFG3L2	12.8713
AFM	0.159078
AFMID	6.7781
AFP	0.0413171
AFTPH	10.8455
AGA	5.27146
AGAP1	5.52302
AGAP11	0.292001
AGAP2	0.876036
AGAP3	23.7674
AGAP4	0.803056
AGAP5	0.918755
AGAP6	2.47679
AGAP7	0.631341
AGAP8	1.7395
AGAP9	0.811741
AGBL1	0
AGBL2	0.147402
AGBL3	0.0337243
AGBL4	0.109363
AGBL5	13.0123
AGER	0.762498
AGFG1	7.34315
AGFG2	4.88167
AGGF1	8.70841
AGK	6.03453
AGL	2.39926
AGMAT	9.3601
AGMO	0.15409
AGPAT1	33.4383
AGPAT2	130.36
AGPAT3	16.5082
AGPAT4	0.839882
AGPAT4-IT1	0.0259085
AGPAT5	8.1018
AGPAT6	13.0855
AGPAT9	1.04743
AGPHD1	0.922289
AGPS	9.20109
AGR2	255.064
AGR3	20.6281
AGRN	48.3775
AGRP	0.0575616
AGSK1	0.655413
AGT	2.501
AGTPBP1	3.86577
AGTR1	1.21884
AGTR2	0.0222685
AGTRAP	24.2578
AGXT	0.540211
AGXT2	0
AGXT2L1	0.018339
AGXT2L2	5.9612
AHCTF1	4.50165
AHCY	156.878
AHCYL1	32.8775
AHCYL2	2.68597
AHDC1	3.83398
AHI1	2.11489
AHNAK	18.1458
AHNAK2	1.27819
AHR	11.6121
AHRR	0.288149
AHSA1	57.5907
AHSA2	7.53543
AHSG	0.795377
AHSP	0.127254
AICDA	0.0299304
AIDA	22.0589
AIF1	18.2924
AIF1L	0.978858
AIFM1	31.6055
AIFM2	14.7648
AIFM3	20.4177
AIG1	25.2437
AIM1	7.6176
AIM1L	3.17301
AIM2	0.307427
AIMP1	17.9998
AIMP2	40.5633
AIP	31.1928
AIPL1	0
AIRE	0.0742064
AIRN	0.00882901
AJAP1	0.147239
AJUBA	8.39225
AK1	7.03461
AK2	45.9965
AK3	18.7887
AK4	8.61289
AK5	0.359587
AK7	0.334356
AK8	0.359362
AKAP1	37.8536
AKAP10	3.5212
AKAP11	7.5897
AKAP12	5.28777
AKAP13	8.59011
AKAP14	0
AKAP17A	16.2518
AKAP2	9.46953
AKAP3	0.127817
AKAP4	0
AKAP5	0.378404
AKAP6	0.485474
AKAP7	1.10377
AKAP8	11.0483
AKAP8L	12.5053
AKAP9	2.40929
AKD1	3.20254
AKIP1	16.3856
AKIRIN1	16.4853
AKIRIN2	30.2796
AKIRIN2-AS1	1.49291
AKNA	7.10089
AKNAD1	0.170953
AKR1A1	74.559
AKR1B1	11.7613
AKR1B10	0.574183
AKR1B15	0
AKR1C1	1.09386
AKR1C2	1.34898
AKR1C3	32.6935
AKR1C4	0.519249
AKR1CL1	0
AKR1D1	0.050859
AKR1E2	1.52981
AKR7A2	13.8827
AKR7A2P1	0.0926873
AKR7A3	17.4856
AKR7L	0.753661
AKT1	51.9303
AKT1S1	24.5499
AKT2	20.5405
AKT3	3.57633
AKTIP	8.66714
ALAD	17.9621
ALAS1	19.726
ALAS2	0
ALB	22.6175
ALCAM	13.0463
ALDH16A1	10.3745
ALDH18A1	34.4885
ALDH1A1	15.8433
ALDH1A2	0.102317
ALDH1A3	13.7846
ALDH1B1	52.79
ALDH1L1	0.159471
ALDH1L1-AS1	0
ALDH1L1-AS2	0.0171279
ALDH1L2	1.11089
ALDH2	47.6645
ALDH3A1	4.14112
ALDH3A2	14.3543
ALDH3B1	10.4392
ALDH3B2	0.167149
ALDH4A1	15.9829
ALDH5A1	3.65898
ALDH6A1	3.51172
ALDH7A1	8.05891
ALDH8A1	0.148061
ALDH9A1	23.7908
ALDOA	402.648
ALDOB	4.82313
ALDOC	9.10633
ALG1	8.12107
ALG10	1.35627
ALG10B	0.946123
ALG11	5.91824
ALG12	9.32913
ALG13	5.09674
ALG14	14.0139
ALG1L	5.58887
ALG1L2	0.549663
ALG2	13.8868
ALG3	40.9842
ALG5	53.0974
ALG6	4.02915
ALG8	21.5202
ALG9	3.14111
ALK	0.019533
ALKBH1	2.78923
ALKBH2	8.17645
ALKBH3	9.39627
ALKBH4	2.55241
ALKBH5	14.6898
ALKBH6	9.60719
ALKBH7	32.2247
ALKBH8	1.6609
ALLC	0
ALMS1	1.18583
ALMS1P	0.141566
ALOX12	0.0703155
ALOX12B	0.0149683
ALOX12P2	0.0128396
ALOX15	1.30464
ALOX15B	0.119452
ALOX15P1	0.14599
ALOX5	6.12402
ALOX5AP	22.9603
ALOXE3	0.0111134
ALPI	0.0915117
ALPK1	1.6574
ALPK2	0.264018
ALPK3	4.18047
ALPL	0.812578
ALPP	0.0399165
ALPPL2	0.0340338
ALS2	3.13347
ALS2CL	8.38295
ALS2CR11	0
ALS2CR12	0.197691
ALS2CR8	1.21126
ALX1	0
ALX3	0.882694
ALX4	0
ALYREF	30.596
AMACR	21.1202
AMBN	0
AMBP	3.1954
AMBRA1	6.89209
AMD1	24.02
AMDHD1	0.333695
AMDHD2	7.35087
AMELX	0.469216
AMELY	0
AMFR	15.3837
AMH	0.104289
AMHR2	0.0482761
AMICA1	1.92455
AMIGO1	1.41639
AMIGO2	10.0039
AMIGO3	1.07507
AMMECR1	5.42956
AMMECR1L	7.56279
AMN	3.18235
AMN1	1.41577
AMOT	9.28881
AMOTL1	3.44762
AMOTL2	15.3593
AMPD1	0.0748301
AMPD2	15.2048
AMPD3	2.7067
AMPH	0.619985
AMT	14.3578
AMTN	0
AMY1A	0.00977506
AMY1B	2.43e-05
AMY1C	1.47e-06
AMY2A	0.00269222
AMY2B	1.08244
AMZ1	0.052239
AMZ2	20.1978
AMZ2P1	1.03359
ANAPC1	7.78784
ANAPC10	4.81262
ANAPC11	50.0906
ANAPC13	47.1034
ANAPC15	22.0894
ANAPC16	22.7542
ANAPC2	15.4369
ANAPC4	7.051
ANAPC5	28.718
ANAPC7	12.2597
ANG	12.3228
ANGEL1	7.47275
ANGEL2	3.42962
ANGPT1	1.16173
ANGPT2	1.77264
ANGPT4	0
ANGPTL1	1.13102
ANGPTL2	23.5891
ANGPTL3	0.136314
ANGPTL4	1.85255
ANGPTL5	0
ANGPTL6	1.9828
ANGPTL7	0.175316
ANHX	0
ANK1	0.114748
ANK2	0.836559
ANK3	1.99893
ANKAR	0.185523
ANKDD1A	0.535203
ANKFN1	0.0311361
ANKFY1	3.52733
ANKH	22.8336
ANKHD1	14.7468
ANKHD1-EIF4EBP3	2.33855
ANKIB1	5.82999
ANKK1	0.213892
ANKLE1	0.0504634
ANKLE2	8.67032
ANKMY1	3.10154
ANKMY2	9.19483
ANKRA2	6.56388
ANKRD1	0.018316
ANKRD10	36.5853
ANKRD11	7.61632
ANKRD12	1.47004
ANKRD13A	5.85546
ANKRD13B	4.33118
ANKRD13C	4.73652
ANKRD13D	9.85226
ANKRD16	2.64731
ANKRD17	6.71124
ANKRD18A	0.197402
ANKRD18B	0.000248191
ANKRD18DP	0.025382
ANKRD19P	0.0993737
ANKRD2	0.0226344
ANKRD20A1	0.000164382
ANKRD20A11P	0
ANKRD20A12P	0.0477839
ANKRD20A2	7.07e-06
ANKRD20A3	0.0567412
ANKRD20A4	0.0600775
ANKRD20A5P	0.0399641
ANKRD20A8P	0.00959744
ANKRD20A9P	0.0757048
ANKRD22	5.95964
ANKRD23	0.689866
ANKRD24	0.14214
ANKRD26	0.663546
ANKRD26P1	0.00627743
ANKRD26P3	0
ANKRD27	9.89126
ANKRD28	6.22001
ANKRD29	0.549988
ANKRD30A	0
ANKRD30B	0
ANKRD30BL	0
ANKRD30BP2	0.0420659
ANKRD31	0.0313212
ANKRD32	1.40097
ANKRD33	0.0416187
ANKRD33B	0.306981
ANKRD34A	0.161909
ANKRD34B	0
ANKRD34C	0.00805562
ANKRD35	0.261389
ANKRD36	0.680942
ANKRD36B	0.505704
ANKRD36BP1	1.1302
ANKRD36BP2	0.118021
ANKRD37	6.46461
ANKRD39	7.32285
ANKRD40	8.50245
ANKRD42	1.13455
ANKRD44	1.29499
ANKRD45	0.120248
ANKRD46	6.87737
ANKRD49	6.38026
ANKRD5	5.72328
ANKRD50	3.81452
ANKRD52	7.95364
ANKRD53	0.203855
ANKRD54	9.40239
ANKRD55	0.029036
ANKRD6	0.695017
ANKRD62P1-PARP4P3	0
ANKRD63	0
ANKRD65	0.560027
ANKRD7	0
ANKRD9	11.9547
ANKS1A	6.79654
ANKS1B	0.0974166
ANKS3	3.3535
ANKS4B	9.73004
ANKS6	5.59785
ANKUB1	0
ANKZF1	8.43731
ANLN	14.8458
ANO1	16.2416
ANO10	16.4532
ANO2	0.116691
ANO3	0.0321328
ANO4	0.178621
ANO5	0.183345
ANO6	13.6479
ANO7	0.32771
ANO8	3.20657
ANO9	36.7751
ANP32A	45.3818
ANP32A-IT1	0.0127769
ANP32AP1	0.0584103
ANP32B	136.015
ANP32C	0
