genes	AMC_13.1_FPKM
A1BG	1.20688
A1BG-AS1	0.0978267
A1CF	4.51785
A2LD1	3.43803
A2M	76.9923
A2ML1	0
A2MP1	0
A4GALT	4.6835
A4GNT	0
AA06	0
AAAS	13.3537
AACS	11.9676
AACSP1	0
AADAC	0.43074
AADACL2	0.0400345
AADACL3	0
AADACL4	0
AADAT	1.14264
AAED1	2.26139
AAGAB	16.4353
AAK1	2.43989
AAMP	66.8243
AANAT	0.0462907
AARD	0.133136
AARS	34.9285
AARS2	4.36094
AARSD1	19.0378
AASDH	2.47711
AASDHPPT	7.45187
AASS	0.850386
AATF	22.6849
AATK	4.45311
AATK-AS1	0
ABAT	6.05074
ABCA1	2.85276
ABCA10	0.421762
ABCA11P	1.76009
ABCA12	0.00599823
ABCA13	0.0374451
ABCA17P	0.0539829
ABCA2	10.5904
ABCA3	1.00636
ABCA4	0.0769886
ABCA5	6.78864
ABCA6	0.279485
ABCA7	3.52282
ABCA8	0.858844
ABCA9	0.294151
ABCB1	14.1959
ABCB10	4.95846
ABCB11	0.266831
ABCB4	0.181036
ABCB5	0.312954
ABCB6	3.33698
ABCB7	7.65653
ABCB8	4.81697
ABCB9	1.22003
ABCC1	6.73095
ABCC10	6.39903
ABCC11	0.0929704
ABCC12	0
ABCC13	1.67913
ABCC2	0.088216
ABCC3	43.3529
ABCC4	2.68797
ABCC5	7.2932
ABCC5-AS1	0
ABCC6	5.52315
ABCC6P1	1.06377
ABCC6P2	3.84964
ABCC8	0.0459584
ABCC9	1.93691
ABCD1	5.02315
ABCD2	0.0728407
ABCD3	24.0339
ABCD4	10.6347
ABCE1	8.5866
ABCF1	21.408
ABCF2	13.6545
ABCF3	16.8016
ABCG1	19.6057
ABCG2	1.20369
ABCG4	0.0912948
ABCG5	0.186722
ABCG8	0.296609
ABHD1	0.0297682
ABHD10	9.05942
ABHD11	39.2915
ABHD11-AS1	21.1019
ABHD12	39.0404
ABHD12B	3.48461
ABHD13	4.24755
ABHD14A	2.777
ABHD14A-ACY1	0.00271163
ABHD14B	40.7381
ABHD15	8.72788
ABHD16A	30.5075
ABHD16B	4.93729
ABHD2	15.8195
ABHD3	31.0956
ABHD4	10.5026
ABHD5	4.45675
ABHD6	3.9525
ABHD8	2.51698
ABI1	24.0313
ABI2	3.30028
ABI3	4.41851
ABI3BP	2.54587
ABL1	19.4686
ABL2	1.80314
ABLIM1	17.3657
ABLIM2	2.63349
ABLIM3	1.88942
ABO	12.2191
ABP1	148.212
ABR	38.4552
ABRA	0.0651722
ABRACL	105.991
ABT1	20.8837
ABTB1	18.2194
ABTB2	4.34764
ACAA1	51.7646
ACAA2	105.823
ACACA	4.38024
ACACB	3.98377
ACAD10	9.0124
ACAD11	2.51993
