genes	AMC_7.2_FPKM
A1BG	1.06774
A1BG-AS1	0.143836
A1CF	7.24813
A2LD1	5.00805
A2M	78.4558
A2ML1	0
A2MP1	0.0419212
A4GALT	2.40041
A4GNT	0
AA06	0
AAAS	10.6578
AACS	9.17029
AACSP1	0
AADAC	0.295692
AADACL2	0.241429
AADACL3	0
AADACL4	0
AADAT	0.975095
AAED1	2.15204
AAGAB	17.3618
AAK1	2.25871
AAMP	56.619
AANAT	0
AARD	0.185656
AARS	17.4968
AARS2	3.87387
AARSD1	8.85024
AASDH	2.65552
AASDHPPT	7.07972
AASS	0.884804
AATF	12.9257
AATK	2.28489
AATK-AS1	0
ABAT	9.51735
ABCA1	4.25831
ABCA10	0.959156
ABCA11P	2.13136
ABCA12	0
ABCA13	0.0508388
ABCA17P	0
ABCA2	7.56332
ABCA3	1.02806
ABCA4	0.0182348
ABCA5	8.89819
ABCA6	1.30571
ABCA7	3.29205
ABCA8	8.08782
ABCA9	0.766908
ABCB1	39.7874
ABCB10	8.01391
ABCB11	1.22678
ABCB4	0.457209
ABCB5	0.235285
ABCB6	2.84436
ABCB7	8.446
ABCB8	4.0107
ABCB9	1.50822
ABCC1	4.57677
ABCC10	4.29044
ABCC11	0.058703
ABCC12	0
ABCC13	1.02227
ABCC2	0.184255
ABCC3	44.6067
ABCC4	4.7596
ABCC5	9.80782
ABCC5-AS1	0
ABCC6	5.63771
ABCC6P1	1.59095
ABCC6P2	2.33187
ABCC8	0.090431
ABCC9	1.72002
ABCD1	3.47649
ABCD2	0.378862
ABCD3	35.0327
ABCD4	9.05399
ABCE1	8.90685
ABCF1	14.8791
ABCF2	14.9889
ABCF3	15.1398
ABCG1	14.1452
ABCG2	12.6756
ABCG4	0.0734218
ABCG5	0
ABCG8	0.0539318
ABHD1	0.037062
ABHD10	10.5272
ABHD11	23.6523
ABHD11-AS1	20.3019
ABHD12	27.0088
ABHD12B	1.68937
ABHD13	4.91786
ABHD14A	3.92618
ABHD14A-ACY1	0.0441201
ABHD14B	33.3781
ABHD15	8.28314
ABHD16A	21.6751
ABHD16B	1.91743
ABHD2	13.4862
ABHD3	43.5749
ABHD4	11.7466
ABHD5	7.78908
ABHD6	7.48138
ABHD8	2.33774
ABI1	33.3508
ABI2	2.97786
ABI3	6.78317
ABI3BP	4.58581
ABL1	19.1704
ABL2	1.41417
ABLIM1	23.7721
ABLIM2	3.53896
ABLIM3	1.96694
ABO	16.5305
ABP1	142.885
ABR	37.449
ABRA	0
ABRACL	114.002
ABT1	13.9575
ABTB1	16.9972
ABTB2	4.8323
ACAA1	61.1285
ACAA2	160.468
ACACA	2.10279
ACACB	6.23435
ACAD10	10.4092
ACAD11	1.55245
ACAD8	10.0727
ACAD9	9.34121
ACADL	0.0633372
ACADM	45.5503
ACADS	77.6984
ACADSB	7.97989
ACADVL	163.316
ACAN	0.054718
ACAP1	6.73375
ACAP2	9.81237
ACAP3	6.24709
ACAT1	73.6652
ACAT2	13.4487
ACBD3	17.6078
ACBD4	7.90057
ACBD5	12.6248
ACBD6	6.77098
ACBD7	0.287231
ACCS	2.30459
ACCSL	0
ACD	4.03174
ACE	11.0717
ACE2	29.583
ACER1	0
ACER2	2.1263
ACER3	5.81721
ACHE	5.68113
ACIN1	24.6847
ACLY	17.8237
ACMSD	0.0391666
ACN9	5.29034
ACO1	13.3458
ACO2	57.0668
ACOT1	2.69777
ACOT11	15.1767
ACOT12	0.0263517
ACOT13	11.5466
ACOT2	20.9911
ACOT4	4.12725
ACOT6	0
ACOT7	20.2867
ACOT8	31.543
ACOT9	8.90347
ACOX1	27.2912
ACOX2	5.40586
ACOX3	5.31961
ACOXL	0.20791
ACP1	39.8363
ACP2	21.1283
ACP5	28.7258
ACP6	3.62373
ACPL2	2.4937
ACPP	3.17595
ACPT	0
ACR	0.60899
ACRBP	0.78906
ACRC	0.209911
ACRV1	0
ACSBG1	0.150943
ACSBG2	0
ACSF2	38.112
ACSF3	6.7674
ACSL1	4.75972
ACSL3	15.327
ACSL4	5.39153
ACSL5	96.9458
ACSL6	0.24871
ACSM1	0.869394
ACSM2A	0.013548
ACSM2B	0.110213
ACSM3	17.524
ACSM4	0
ACSM5	0.566701
ACSS1	17.2843
ACSS2	79.1076
ACSS3	0.785968
ACTA1	0
ACTA2	83.6124
ACTB	1305.57
ACTBL2	0
ACTC1	0.0139822
ACTG1	914.706
ACTG1P4	0.0536982
ACTG2	19.4186
ACTL10	1.1126
ACTL6A	24.248
ACTL6B	0
ACTL7A	0
ACTL7B	0
ACTL8	0.0586858
ACTL9	0
ACTN1	18.9239
ACTN2	0.0190557
ACTN3	0
ACTN4	153.159
ACTR10	16.2143
ACTR1A	28.7088
ACTR1B	25.004
ACTR2	136.84
ACTR3	85.8383
ACTR3B	2.22573
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	1.94625
ACTR5	2.46521
ACTR6	11.0965
ACTR8	5.25831
ACTRT1	0
ACTRT2	0
ACTRT3	0.574733
ACVR1	5.55686
ACVR1B	33.2752
ACVR1C	2.56932
ACVR2A	3.91881
ACVR2B	0.751212
ACVRL1	39.7063
ACY1	22.0148
ACY3	2.77732
ACYP1	10.3502
ACYP2	3.61739
ADA	2.86244
ADAD1	0
ADAD2	0.0233652
ADAL	2.52267
ADAM1	0.815771
ADAM10	29.6957
ADAM11	0.0101765
ADAM12	0.184561
ADAM15	17.326
ADAM17	4.31895
ADAM18	0
ADAM19	3.70425
ADAM2	0
ADAM20	0
ADAM20P1	0.0529395
ADAM21	0.0192807
ADAM21P1	0
ADAM22	0.887339
ADAM23	0.634493
ADAM28	9.74287
ADAM29	0
ADAM30	0
ADAM32	0.501831
ADAM33	3.19793
ADAM3A	0
ADAM5P	0
ADAM6	0
ADAM7	0
ADAM8	2.9335
ADAM9	25.7327
ADAMDEC1	135.504
ADAMTS1	4.12837
ADAMTS10	1.02284
ADAMTS12	0.153481
ADAMTS13	0.991394
ADAMTS14	1.29123
ADAMTS15	0.652996
ADAMTS16	0.159459
ADAMTS17	0.440175
ADAMTS18	0.0241684
ADAMTS19	0.0654631
ADAMTS2	1.18662
ADAMTS20	0
ADAMTS3	0.0827668
ADAMTS4	0.232493
ADAMTS5	0.645056
ADAMTS6	0.0409003
ADAMTS7	0.774186
ADAMTS8	0.347788
ADAMTS9	0.755657
ADAMTS9-AS2	0.428201
ADAMTSL1	1.56243
ADAMTSL2	1.025
ADAMTSL3	0.876261
ADAMTSL4	2.35388
ADAMTSL5	0.402302
ADAP1	42.3422
ADAP2	4.36494
ADAR	27.7226
ADARB1	1.74451
ADARB2	0.0873191
ADARB2-AS1	0
ADAT1	3.07903
ADAT2	0.862488
ADAT3	4.47694
ADC	2.7013
ADCK1	2.7513
ADCK2	12.122
ADCK3	22.2946
ADCK4	7.66486
ADCK5	8.10646
ADCY1	0.149335
ADCY10	0.0275753
ADCY2	0.246618
ADCY3	4.95999
ADCY4	0.958848
ADCY5	3.04782
ADCY6	25.6192
ADCY7	6.25226
ADCY8	0
ADCY9	6.30496
ADCYAP1	0.604031
ADCYAP1R1	0.22345
ADD1	44.1651
ADD2	0.153479
ADD3	46.456
ADGB	0.117665
ADH1A	0.654721
ADH1B	50.1322
ADH1C	387.73
ADH4	0.600683
ADH5	60.1708
ADH6	7.63357
ADH7	0
ADHFE1	1.67473
ADI1	66.228
ADIG	0
ADIPOQ	1.7514
ADIPOQ-AS1	0
ADIPOR1	37.3304
ADIPOR2	31.2707
ADK	6.75115
ADM	11.8135
ADM2	1.15401
ADNP	11.9717
ADNP2	3.96642
ADO	5.36226
ADORA1	0.691755
ADORA2A	3.00497
ADORA2B	8.52104
ADORA3	4.0905
ADPGK	13.677
ADPRH	1.58464
ADPRHL1	3.59542
ADPRHL2	11.5512
ADRA1A	0.261229
ADRA1B	0.277138
ADRA1D	0.169675
ADRA2A	15.5783
ADRA2B	0.382663
ADRA2C	0.602059
ADRB1	0.836234
ADRB2	2.02311
ADRB3	0.0258248
ADRBK1	34.0013
ADRBK2	1.29374
ADRM1	34.9791
ADSL	15.3604
ADSS	18.558
ADSSL1	0.83138
ADTRP	74.5431
AEBP1	12.7841
AEBP2	4.35682
AEN	3.92909
AES	175.965
AFAP1	5.2367
AFAP1-AS1	0.0627462
AFAP1L1	0.918466
AFAP1L2	4.91559
AFF1	9.06325
AFF2	0.0740255
AFF3	0.665385
AFF4	9.64779
AFG3L1P	2.35829
AFG3L2	43.7486
AFM	0.0247977
AFMID	6.90586
AFP	0
AFTPH	20.056
AGA	10.0648
AGAP1	6.50406
AGAP11	0.458189
AGAP2	1.91246
AGAP3	12.266
AGAP4	0.765925
AGAP5	1.38422
AGAP6	2.13708
AGAP7	0.470789
AGAP8	1.55779
AGAP9	0.621135
AGBL1	0
AGBL2	0.290514
AGBL3	0.0128348
AGBL4	0.0335855
AGBL5	7.34016
AGER	1.31422
AGFG1	6.16007
AGFG2	17.6869
AGGF1	7.39888
AGK	5.41528
AGL	6.28762
AGMAT	6.28822
AGMO	1.31411
AGPAT1	27.0436
AGPAT2	83.1424
AGPAT3	16.9303
AGPAT4	0.463001
AGPAT4-IT1	0.0335963
AGPAT5	7.76803
AGPAT6	10.0335
AGPAT9	19.7887
AGPHD1	1.47821
AGPS	10.5723
AGR2	321.058
AGR3	119.256
AGRN	10.2496
AGRP	0.0726363
AGSK1	1.06824
AGT	1.25656
AGTPBP1	2.27646
AGTR1	0.523625
AGTR2	0
AGTRAP	6.63491
AGXT	0.502485
AGXT2	0.043053
AGXT2L1	0
AGXT2L2	30.5241
AHCTF1	4.49008
AHCY	42.4001
AHCYL1	37.1178
AHCYL2	135.428
AHDC1	2.38924
AHI1	2.21829
AHNAK	32.4486
AHNAK2	0.328863
AHR	7.55496
AHRR	0.893195
AHSA1	45.0898
AHSA2	7.49128
AHSG	0.895593
AHSP	0.271516
AICDA	0.284838
AIDA	16.1164
AIF1	34.3563
AIF1L	1.22754
AIFM1	25.818
AIFM2	10.4876
AIFM3	21.5025
AIG1	10.2058
AIM1	16.0237
AIM1L	2.90528
AIM2	2.11855
AIMP1	15.4519
AIMP2	11.1163
AIP	31.0415
AIPL1	0
AIRE	0.0242014
AIRN	0.0118332
AJAP1	0.121454
AJUBA	0.697942
AK1	19.0133
AK2	46.9174
AK3	20.6381
AK4	3.15067
AK5	0.335428
AK7	1.0204
AK8	0.124368
AKAP1	51.2974
AKAP10	5.93169
AKAP11	5.1918
AKAP12	2.8078
AKAP13	15.5462
AKAP14	0
AKAP17A	13.7756
