genes	AMC_24.1_FPKM
A1BG	0.678073
A1BG-AS1	0.0760027
A1CF	3.61933
A2LD1	19.1831
A2M	40.7383
A2ML1	0
A2MP1	0.0407327
A4GALT	1.27712
A4GNT	0.0269445
AA06	0
AAAS	15.0807
AACS	8.35665
AACSP1	0.0208456
AADAC	0.138006
AADACL2	0
AADACL3	0
AADACL4	0
AADAT	2.67883
AAED1	2.25245
AAGAB	18.2718
AAK1	0.984726
AAMP	58.9733
AANAT	0.0535454
AARD	0.0446791
AARS	43.6343
AARS2	4.02201
AARSD1	16.0703
AASDH	2.61056
AASDHPPT	13.4723
AASS	0.513093
AATF	20.9006
AATK	7.79664
AATK-AS1	0
ABAT	4.08244
ABCA1	1.98826
ABCA10	0.207177
ABCA11P	1.66868
ABCA12	0.182123
ABCA13	0.0333192
ABCA17P	0.0111818
ABCA2	5.73315
ABCA3	0.403085
ABCA4	0.0105888
ABCA5	1.89001
ABCA6	0.159433
ABCA7	4.62782
ABCA8	0.378445
ABCA9	0.0753759
ABCB1	1.24731
ABCB10	7.6865
ABCB11	0.0780441
ABCB4	0.288064
ABCB5	0
ABCB6	5.65592
ABCB7	9.90975
ABCB8	4.36585
ABCB9	1.17265
ABCC1	9.08148
ABCC10	5.9424
ABCC11	0.0356594
ABCC12	0
ABCC13	0.703978
ABCC2	0.286979
ABCC3	24.1028
ABCC4	6.39833
ABCC5	6.49391
ABCC5-AS1	0
ABCC6	1.24004
ABCC6P1	0.304495
ABCC6P2	0.986117
ABCC8	0
ABCC9	1.52152
ABCD1	2.58094
ABCD2	0.547675
ABCD3	24.2131
ABCD4	5.5432
ABCE1	29.9893
ABCF1	18.5902
ABCF2	20.0867
ABCF3	15.2642
ABCG1	15.1298
ABCG2	0.289697
ABCG4	0.0496424
ABCG5	0.071925
ABCG8	0.0160464
ABHD1	0
ABHD10	12.4034
ABHD11	28.0418
ABHD11-AS1	12.4703
ABHD12	31.201
ABHD12B	0.0327697
ABHD13	7.0169
ABHD14A	3.73203
ABHD14A-ACY1	0.00784779
ABHD14B	38.446
ABHD15	4.49784
ABHD16A	21.8296
ABHD16B	2.58157
ABHD2	35.371
ABHD3	11.381
ABHD4	5.1997
ABHD5	2.75806
ABHD6	4.27765
ABHD8	1.22567
ABI1	28.0471
ABI2	4.30023
ABI3	4.06753
ABI3BP	1.57355
ABL1	16.144
ABL2	2.57616
ABLIM1	35.6112
ABLIM2	4.46658
ABLIM3	0.729928
ABO	20.1552
ABP1	41.3052
ABR	17.3279
ABRA	0.0147109
ABRACL	71.3338
ABT1	18.7881
ABTB1	9.50781
ABTB2	1.58224
ACAA1	24.3911
ACAA2	23.8757
ACACA	7.78433
ACACB	1.55082
ACAD10	3.79174
ACAD11	1.86792
ACAD8	8.59882
ACAD9	11.4855
ACADL	0
ACADM	14.9844
ACADS	13.3646
ACADSB	5.49482
ACADVL	74.5701
ACAN	0.640647
ACAP1	6.28172
ACAP2	8.05013
ACAP3	5.54426
ACAT1	23.2416
ACAT2	17.8077
ACBD3	26.3441
ACBD4	3.53852
ACBD5	20.5384
ACBD6	20.0442
ACBD7	0.37552
ACCS	3.55152
ACCSL	0
ACD	4.58187
ACE	6.8668
ACE2	12.9386
ACER1	0
ACER2	1.4942
ACER3	4.16069
ACHE	2.32414
ACIN1	23.7681
ACLY	42.7771
ACMSD	0
ACN9	8.47005
ACO1	16.0604
ACO2	42.9685
ACOT1	2.16594
ACOT11	4.10618
ACOT12	0
ACOT13	3.58377
ACOT2	12.6432
ACOT4	0.870807
ACOT6	0
ACOT7	16.1258
ACOT8	16.6091
ACOT9	15.1899
ACOX1	12.3365
ACOX2	4.71622
ACOX3	2.23225
ACOXL	0.271923
ACP1	54.6677
ACP2	12.9433
ACP5	20.0772
ACP6	8.662
ACPL2	3.97307
ACPP	1.72162
ACPT	0
ACR	0.526308
ACRBP	0.55226
ACRC	0.220213
ACRV1	0
ACSBG1	0.0258181
ACSBG2	0
ACSF2	6.825
ACSF3	7.04965
ACSL1	9.07065
ACSL3	26.5834
ACSL4	17.4127
ACSL5	180.777
ACSL6	2.74521
ACSM1	0.519775
ACSM2A	0.030746
ACSM2B	0
ACSM3	14.8216
ACSM4	0
ACSM5	0.0308617
ACSS1	19.2684
ACSS2	36.3682
ACSS3	0.431162
ACTA1	0
ACTA2	67.2797
ACTB	1498.54
ACTBL2	0
ACTC1	0.0370029
ACTG1	1367.02
ACTG1P4	0.0241314
ACTG2	18.3969
ACTL10	4.73424
ACTL6A	52.1867
ACTL6B	0.0234095
ACTL7A	0
ACTL7B	0
ACTL8	0.0754773
ACTL9	0
ACTN1	55.2529
ACTN2	0.00822647
ACTN3	0.0314846
ACTN4	185.957
ACTR10	16.3531
ACTR1A	18.9748
ACTR1B	27.9052
ACTR2	138.784
ACTR3	98.5006
ACTR3B	5.34766
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	2.03916
ACTR5	4.83862
ACTR6	14.164
ACTR8	7.21812
ACTRT1	0
ACTRT2	0
ACTRT3	1.22967
ACVR1	6.67458
ACVR1B	25.8504
ACVR1C	1.32293
ACVR2A	1.43964
ACVR2B	1.75117
ACVRL1	11.11
ACY1	37.9836
ACY3	1.78824
ACYP1	8.11461
ACYP2	4.4157
ADA	5.56093
ADAD1	0
ADAD2	0.0218769
ADAL	1.10197
ADAM1	1.04461
ADAM10	27.366
ADAM11	0.00842471
ADAM12	0.759142
ADAM15	43.0507
ADAM17	5.9708
ADAM18	0
ADAM19	4.85388
ADAM2	0
ADAM20	0.0175072
ADAM20P1	0.0162538
ADAM21	0.00766294
ADAM21P1	0.0133289
ADAM22	0.233178
ADAM23	0.499724
ADAM28	2.5358
ADAM29	0.0152782
ADAM30	0
ADAM32	1.20404
ADAM33	0.492409
ADAM3A	0
ADAM5P	0
ADAM6	0
ADAM7	0
ADAM8	4.42557
ADAM9	46.6818
ADAMDEC1	16.237
ADAMTS1	2.91
ADAMTS10	0.251061
ADAMTS12	0.776601
ADAMTS13	0.355657
ADAMTS14	0.594805
ADAMTS15	1.61845
ADAMTS16	0.0755558
ADAMTS17	0.252847
ADAMTS18	0.0353417
ADAMTS19	0.0496379
ADAMTS2	2.64658
ADAMTS20	0
ADAMTS3	0.0757718
ADAMTS4	2.16374
ADAMTS5	0.311509
ADAMTS6	0.203542
ADAMTS7	0.723387
ADAMTS8	0.476192
ADAMTS9	1.41257
ADAMTS9-AS2	0.0601841
ADAMTSL1	0.208398
ADAMTSL2	0.836217
ADAMTSL3	0.224547
ADAMTSL4	1.80814
ADAMTSL5	0.977214
ADAP1	48.6448
ADAP2	2.33702
ADAR	34.5497
ADARB1	1.4532
ADARB2	0.0771451
ADARB2-AS1	0
ADAT1	4.33239
ADAT2	3.02751
ADAT3	4.40227
ADC	0.603836
ADCK1	2.95155
ADCK2	10.1784
ADCK3	23.19
ADCK4	8.99457
ADCK5	7.66929
ADCY1	0.411114
ADCY10	0.0306538
ADCY2	0.0880007
ADCY3	9.43257
ADCY4	1.19392
ADCY5	0.341128
ADCY6	17.6578
ADCY7	4.13168
ADCY8	0
ADCY9	2.93554
ADCYAP1	0.91984
ADCYAP1R1	0.0386523
ADD1	17.3226
ADD2	0.0643345
ADD3	37.1819
ADGB	0.00732955
ADH1A	0.104292
ADH1B	5.08738
ADH1C	30.2026
ADH4	0.930744
ADH5	58.8363
ADH6	5.05072
ADH7	0
ADHFE1	0.0506613
ADI1	47.4042
ADIG	0
ADIPOQ	0
ADIPOQ-AS1	0
ADIPOR1	54.1436
ADIPOR2	21.9433
ADK	23.4841
ADM	7.75784
ADM2	2.4948
ADNP	27.4377
ADNP2	4.1006
ADO	9.15368
ADORA1	0.294574
ADORA2A	1.92576
ADORA2B	8.71483
ADORA3	1.83478
ADPGK	18.148
ADPRH	2.32248
ADPRHL1	1.17945
ADPRHL2	13.5986
ADRA1A	0
ADRA1B	0.121247
ADRA1D	0
ADRA2A	3.4856
ADRA2B	0.528162
ADRA2C	0.412257
ADRB1	0.0522489
ADRB2	0.712434
ADRB3	0.0439873
ADRBK1	63.1888
ADRBK2	0.972348
