genes	AMC_24.2_FPKM
A1BG	1.26937
A1BG-AS1	0.116729
A1CF	5.43989
A2LD1	10.8773
A2M	109.087
A2ML1	0
A2MP1	0
A4GALT	4.08489
A4GNT	0
AA06	0
AAAS	14.7306
AACS	18.5284
AACSP1	0
AADAC	0.298961
AADACL2	0.110337
AADACL3	0
AADACL4	0
AADAT	2.08665
AAED1	2.09518
AAGAB	26.2324
AAK1	1.23331
AAMP	65.2289
AANAT	0.0219596
AARD	0.235341
AARS	41.0967
AARS2	4.42702
AARSD1	13.7576
AASDH	2.32779
AASDHPPT	6.2411
AASS	1.09188
AATF	14.6378
AATK	6.72286
AATK-AS1	0
ABAT	4.20301
ABCA1	0.927028
ABCA10	0.449239
ABCA11P	1.25645
ABCA12	0.166449
ABCA13	0.0134884
ABCA17P	0
ABCA2	7.86152
ABCA3	1.5493
ABCA4	0.0218019
ABCA5	4.13997
ABCA6	0.457923
ABCA7	3.96968
ABCA8	2.9119
ABCA9	0.178833
ABCB1	6.83876
ABCB10	7.00831
ABCB11	0.187172
ABCB4	0.266553
ABCB5	0.0773628
ABCB6	7.16327
ABCB7	8.80776
ABCB8	8.17538
ABCB9	1.21106
ABCC1	4.74721
ABCC10	4.79644
ABCC11	0.0184731
ABCC12	0
ABCC13	2.52807
ABCC2	0.116057
ABCC3	37.0467
ABCC4	4.01289
ABCC5	12.9786
ABCC5-AS1	0
ABCC6	6.12474
ABCC6P1	1.90481
ABCC6P2	3.92336
ABCC8	0.505563
ABCC9	1.51443
ABCD1	4.46869
ABCD2	0.152051
ABCD3	38.4151
ABCD4	10.3053
ABCE1	11.4155
ABCF1	19.0086
ABCF2	13.7957
ABCF3	17.5633
ABCG1	10.2227
ABCG2	5.43696
ABCG4	0.212232
ABCG5	0.139621
ABCG8	0.244765
ABHD1	0
ABHD10	11.9004
ABHD11	38.7524
ABHD11-AS1	26.0368
ABHD12	24.7662
ABHD12B	0.0277495
ABHD13	3.977
ABHD14A	4.92764
ABHD14A-ACY1	0.170555
ABHD14B	41.6153
ABHD15	9.13388
ABHD16A	25.2207
ABHD16B	2.81313
ABHD2	19.251
ABHD3	38.1086
ABHD4	7.44953
ABHD5	4.33163
ABHD6	8.10279
ABHD8	3.07288
ABI1	20.8587
ABI2	2.40508
ABI3	3.21341
ABI3BP	5.47884
ABL1	18.1727
ABL2	1.73957
ABLIM1	22.4964
ABLIM2	2.76388
ABLIM3	2.09052
ABO	33.2581
ABP1	227.455
ABR	37.0664
ABRA	0.0777981
ABRACL	108.452
ABT1	16.9816
ABTB1	7.51322
ABTB2	4.58693
ACAA1	64.9016
ACAA2	83.6699
ACACA	5.66902
ACACB	4.15951
ACAD10	6.2106
ACAD11	2.37257
ACAD8	12.8461
ACAD9	12.4032
ACADL	0.132805
ACADM	23.8795
ACADS	88.2431
ACADSB	6.23879
ACADVL	238.322
ACAN	2.46564
ACAP1	2.06516
ACAP2	7.17662
ACAP3	12.3523
