genes	AMC_8.1_FPKM
A1BG	0.33136
A1BG-AS1	0.0309301
A1CF	6.71257
A2LD1	4.26363
A2M	69.7401
A2ML1	0
A2MP1	0.0722888
A4GALT	1.95626
A4GNT	0
AA06	0
AAAS	14.2723
AACS	13.9142
AACSP1	0
AADAC	0.189904
AADACL2	0
AADACL3	0
AADACL4	0
AADAT	1.75587
AAED1	2.04265
AAGAB	18.2629
AAK1	1.00589
AAMP	67.55
AANAT	0.0559981
AARD	0.0691784
AARS	23.2484
AARS2	4.19297
AARSD1	13.4026
AASDH	3.00126
AASDHPPT	6.5523
AASS	1.31142
AATF	12.8635
AATK	0.643143
AATK-AS1	0
ABAT	3.81852
ABCA1	1.92633
ABCA10	0.363192
ABCA11P	3.01805
ABCA12	0.00511127
ABCA13	0.0646068
ABCA17P	0.0109061
ABCA2	10.2189
ABCA3	1.05479
ABCA4	0.0260307
ABCA5	5.64414
ABCA6	0.495382
ABCA7	2.65029
ABCA8	2.36746
ABCA9	0.22627
ABCB1	2.9275
ABCB10	6.81048
ABCB11	0.0986064
ABCB4	0.137324
ABCB5	0.0281638
ABCB6	2.66875
ABCB7	7.26511
ABCB8	4.68763
ABCB9	0.699774
ABCC1	3.62854
ABCC10	5.18158
ABCC11	0.0350462
ABCC12	0
ABCC13	0.369116
ABCC2	0.136033
ABCC3	39.857
ABCC4	8.57478
ABCC5	8.04532
ABCC5-AS1	0
ABCC6	8.16175
ABCC6P1	2.32688
ABCC6P2	5.60082
ABCC8	0.358357
ABCC9	2.48175
ABCD1	3.2658
ABCD2	0.16376
ABCD3	28.7831
ABCD4	8.12409
ABCE1	13.1294
ABCF1	17.9873
ABCF2	9.67193
ABCF3	16.777
ABCG1	10.1763
ABCG2	0.614493
ABCG4	0
ABCG5	0.050686
ABCG8	0.384182
ABHD1	0.0627822
ABHD10	12.2736
ABHD11	31.3982
ABHD11-AS1	10.2061
ABHD12	17.5041
ABHD12B	0.67347
ABHD13	4.21425
ABHD14A	6.5502
ABHD14A-ACY1	0.247208
ABHD14B	46.785
ABHD15	7.62349
ABHD16A	23.7197
ABHD16B	2.51415
ABHD2	15.0993
ABHD3	24.9717
ABHD4	6.67654
ABHD5	4.1242
ABHD6	4.55282
ABHD8	2.31916
ABI1	26.8142
ABI2	2.93883
ABI3	3.67871
ABI3BP	2.11677
ABL1	20.3733
ABL2	2.06676
ABLIM1	30.6127
ABLIM2	2.70528
ABLIM3	1.30707
ABO	59.9156
ABP1	180.788
ABR	41.6976
ABRA	0.0142538
ABRACL	54.7936
ABT1	15.6928
ABTB1	12.8582
ABTB2	2.14739
ACAA1	39.6221
ACAA2	48.4192
ACACA	5.15474
ACACB	4.82033
ACAD10	8.11798
ACAD11	1.93387
ACAD8	13.3256
ACAD9	12.3016
ACADL	0.0184572
ACADM	28.703
ACADS	57.6995
ACADSB	10.3427
ACADVL	183.6
ACAN	0.068648
ACAP1	2.78098
ACAP2	7.22978
ACAP3	8.05038
ACAT1	52.4546
ACAT2	13.9655
ACBD3	23.9338
ACBD4	6.39833
ACBD5	13.6425
ACBD6	9.87549
ACBD7	0.395053
ACCS	8.62972
ACCSL	0
ACD	3.61112
ACE	18.313
ACE2	3.53067
ACER1	0
ACER2	1.26614
ACER3	5.67279
ACHE	1.60619
ACIN1	28.5321
ACLY	29.3423
ACMSD	0
ACN9	7.38895
ACO1	22.8566
ACO2	51.8588
ACOT1	6.50708
ACOT11	12.5335
ACOT12	0
ACOT13	10.869
ACOT2	25.3337
ACOT4	1.8392
ACOT6	0
ACOT7	20.2927
ACOT8	17.5848
