genes	AMC_7.1_FPKM
A1BG	0.508287
A1BG-AS1	0.0835401
A1CF	5.01399
A2LD1	6.76977
A2M	22.5658
A2ML1	0
A2MP1	0
A4GALT	1.03725
A4GNT	0
AA06	0
AAAS	13.2283
AACS	11.7336
AACSP1	0
AADAC	0.131048
AADACL2	0
AADACL3	0
AADACL4	0
AADAT	1.72546
AAED1	1.61851
AAGAB	14.877
AAK1	1.51529
AAMP	68.3579
AANAT	0.0414752
AARD	0.0180523
AARS	46.5594
AARS2	3.3113
AARSD1	11.3192
AASDH	2.79476
AASDHPPT	9.8481
AASS	1.35711
AATF	20.2207
AATK	3.80832
AATK-AS1	0
ABAT	5.7038
ABCA1	3.70618
ABCA10	0.149786
ABCA11P	5.1873
ABCA12	0.520542
ABCA13	0.0661957
ABCA17P	0.0172668
ABCA2	8.63001
ABCA3	0.0969444
ABCA4	0
ABCA5	3.34983
ABCA6	0.0962528
ABCA7	3.67602
ABCA8	0.119708
ABCA9	0.0875464
ABCB1	3.56833
ABCB10	10.3941
ABCB11	0.167316
ABCB4	0.165711
ABCB5	0
ABCB6	7.09449
ABCB7	8.7497
ABCB8	5.30887
ABCB9	1.34428
ABCC1	9.23598
ABCC10	6.58866
ABCC11	0.0412104
ABCC12	0
ABCC13	0.214057
ABCC2	1.29505
ABCC3	28.0989
ABCC4	6.1429
ABCC5	17.0041
ABCC5-AS1	0
ABCC6	6.90667
ABCC6P1	1.39232
ABCC6P2	3.46921
ABCC8	0.0118144
ABCC9	1.73401
ABCD1	3.70932
ABCD2	0.0458099
ABCD3	30.8755
ABCD4	4.52268
ABCE1	30.3292
ABCF1	19.4496
ABCF2	19.032
ABCF3	18.983
ABCG1	21.5501
ABCG2	0.414651
ABCG4	0.0453758
ABCG5	0.107973
ABCG8	0.0238913
ABHD1	0.0490665
ABHD10	13.3503
ABHD11	36.3833
ABHD11-AS1	11.265
ABHD12	58.7364
ABHD12B	5.40745
ABHD13	7.89191
ABHD14A	1.79883
ABHD14A-ACY1	0.21328
ABHD14B	38.6984
ABHD15	3.1522
ABHD16A	23.6183
ABHD16B	2.1067
ABHD2	23.5884
ABHD3	19.3343
ABHD4	4.46757
ABHD5	4.05099
ABHD6	8.86669
ABHD8	1.28666
ABI1	34.7503
ABI2	4.25911
ABI3	2.81301
ABI3BP	0.269637
ABL1	15.1609
ABL2	1.6413
ABLIM1	40.0189
ABLIM2	18.0714
ABLIM3	0.63682
ABO	7.8296
ABP1	49.1945
ABR	18.9753
ABRA	0
ABRACL	125.345
ABT1	15.8208
ABTB1	7.50036
ABTB2	5.36961
ACAA1	39.7319
ACAA2	44.2522
ACACA	9.75945
ACACB	2.78959
ACAD10	5.36259
ACAD11	1.10887
ACAD8	9.98847
ACAD9	13.6119
ACADL	0
ACADM	28.4679
ACADS	14.7807
ACADSB	7.10559
ACADVL	73.3472
ACAN	0.639161
ACAP1	1.46784
ACAP2	7.90236
ACAP3	10.6173
ACAT1	31.7928
ACAT2	25.3455
ACBD3	23.8157
ACBD4	4.01261
ACBD5	13.2743
ACBD6	14.6878
ACBD7	0.915151
ACCS	0.82139
ACCSL	0
ACD	5.63399
ACE	10.599
ACE2	9.59496
ACER1	0
ACER2	0.737523
ACER3	6.83337
ACHE	1.73867
ACIN1	17.9323
ACLY	37.0044
ACMSD	0
ACN9	5.03489
ACO1	25.3337
ACO2	65.5583
ACOT1	1.13109
ACOT11	14.5863
ACOT12	0
ACOT13	7.13671
ACOT2	5.91239
ACOT4	1.15686
ACOT6	0
ACOT7	30.1014
ACOT8	32.9932
ACOT9	13.136
ACOX1	14.7335
ACOX2	5.65234
ACOX3	4.92245
ACOXL	0.0502592
ACP1	73.2022
ACP2	13.0061
ACP5	9.955
ACP6	5.26673
ACPL2	3.5584
ACPP	5.65543
ACPT	0
ACR	0.336679
ACRBP	0.334065
ACRC	0.286646
ACRV1	0
ACSBG1	0.0795489
ACSBG2	0
ACSF2	12.4151
ACSF3	5.82401
ACSL1	10.0444
ACSL3	23.1394
ACSL4	12.7638
ACSL5	115.806
ACSL6	1.54507
ACSM1	0.486683
ACSM2A	0.00821071
ACSM2B	0.022173
ACSM3	17.4577
ACSM4	0
ACSM5	0.0709476
ACSS1	31.5918
ACSS2	61.9546
ACSS3	2.16361
ACTA1	0
ACTA2	41.9301
ACTB	1460.49
ACTBL2	0
ACTC1	0.0195655
ACTG1	1354.57
ACTG1P4	0.0542436
ACTG2	6.39284
ACTL10	1.68635
ACTL6A	54.1447
ACTL6B	0
ACTL7A	0
ACTL7B	0
ACTL8	0.174451
ACTL9	0
ACTN1	28.7758
ACTN2	0.0064713
ACTN3	0
ACTN4	211.868
ACTR10	10.6966
ACTR1A	30.4959
ACTR1B	27.3605
ACTR2	167.218
ACTR3	139.304
ACTR3B	5.57015
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	3.21608
ACTR5	6.67519
ACTR6	13.4952
ACTR8	7.08334
ACTRT1	0
ACTRT2	0
ACTRT3	2.21223
ACVR1	6.84287
ACVR1B	25.7222
ACVR1C	1.02878
ACVR2A	2.751
ACVR2B	0.89819
ACVRL1	20.5371
ACY1	18.3247
ACY3	3.0466
ACYP1	12.8062
ACYP2	4.65196
ADA	2.20605
ADAD1	0
ADAD2	0
ADAL	1.17989
ADAM1	0.872792
ADAM10	14.0812
ADAM11	0.0198695
ADAM12	0.426936
ADAM15	52.7705
ADAM17	8.30526
ADAM18	0
ADAM19	2.97852
ADAM2	0
ADAM20	0
ADAM20P1	0.0868059
ADAM21	0.0135582
ADAM21P1	0
ADAM22	0.335971
ADAM23	0.0858503
ADAM28	1.02485
ADAM29	0
ADAM30	0
ADAM32	0.675417
ADAM33	0.172069
ADAM3A	0
ADAM5P	0
ADAM6	0
ADAM7	0
ADAM8	1.91406
ADAM9	48.9711
ADAMDEC1	6.98226
ADAMTS1	2.30261
ADAMTS10	0.384861
ADAMTS12	0.721212
ADAMTS13	0.331912
ADAMTS14	0.799299
ADAMTS15	0.36611
ADAMTS16	0.0416884
ADAMTS17	0.111135
ADAMTS18	0.0221186
ADAMTS19	0.02595
ADAMTS2	1.69575
ADAMTS20	0
ADAMTS3	0.0469096
ADAMTS4	1.45653
ADAMTS5	0.358863
ADAMTS6	0.139519
ADAMTS7	0.981174
ADAMTS8	0.407529
ADAMTS9	4.00261
ADAMTS9-AS2	0.0321427
ADAMTSL1	0.344149
ADAMTSL2	1.20895
