genes	AMC_17.2_FPKM
A1BG	0.398219
A1BG-AS1	0.0239449
A1CF	2.32471
A2LD1	1.97869
A2M	97.2637
A2ML1	0.0124672
A2MP1	0.0656774
A4GALT	11.028
A4GNT	0
AA06	0
AAAS	17.9528
AACS	5.61398
AACSP1	0
AADAC	0.058794
AADACL2	0.576398
AADACL3	0
AADACL4	0.0555461
AADAT	3.20527
AAED1	3.26354
AAGAB	12.5851
AAK1	1.82349
AAMP	49.6529
AANAT	0
AARD	3.63348
AARS	37.4845
AARS2	2.74406
AARSD1	15.3473
AASDH	1.97369
AASDHPPT	8.72992
AASS	1.74656
AATF	13.3897
AATK	3.68566
AATK-AS1	0
ABAT	4.42449
ABCA1	5.74958
ABCA10	0.513227
ABCA11P	2.83045
ABCA12	0.0372129
ABCA13	0.0188895
ABCA17P	0.036464
ABCA2	9.23627
ABCA3	7.05704
ABCA4	0.0854437
ABCA5	3.69571
ABCA6	1.92823
ABCA7	1.5525
ABCA8	8.53828
ABCA9	2.64779
ABCB1	9.27767
ABCB10	6.10629
ABCB11	0.043977
ABCB4	0.374342
ABCB5	0.470705
ABCB6	5.3864
ABCB7	8.89621
ABCB8	5.01405
ABCB9	1.16515
ABCC1	10.6527
ABCC10	4.04975
ABCC11	0.0143672
ABCC12	0
ABCC13	0.560016
ABCC2	0.106687
ABCC3	12.578
ABCC4	3.5003
ABCC5	10.0523
ABCC5-AS1	0
ABCC6	1.42907
ABCC6P1	0.355215
ABCC6P2	1.29988
ABCC8	0.577652
ABCC9	4.94229
ABCD1	11.6468
ABCD2	0.545033
ABCD3	19.4097
ABCD4	6.97278
ABCE1	7.95562
ABCF1	17.3051
ABCF2	13.9292
ABCF3	13.4195
ABCG1	6.20822
ABCG2	3.41659
ABCG4	0.545281
ABCG5	0
ABCG8	0
ABHD1	0.103476
ABHD10	10.4581
ABHD11	11.6734
ABHD11-AS1	7.09483
ABHD12	18.5574
ABHD12B	0.383551
ABHD13	3.54853
ABHD14A	8.0025
ABHD14A-ACY1	0.00348376
ABHD14B	29.6108
ABHD15	4.85798
ABHD16A	26.1428
ABHD16B	1.60619
ABHD2	10.0645
ABHD3	15.3521
ABHD4	15.8069
ABHD5	3.9684
ABHD6	6.86751
ABHD8	10.3853
ABI1	22.1076
ABI2	11.0201
ABI3	3.24867
ABI3BP	16.8172
ABL1	50.3886
ABL2	1.74796
ABLIM1	11.6295
ABLIM2	2.17886
ABLIM3	5.50385
ABO	15.1427
ABP1	60.2257
ABR	31.0295
ABRA	0.0241114
ABRACL	44.2591
ABT1	15.3857
ABTB1	33.2926
ABTB2	3.14169
ACAA1	38.0559
ACAA2	65.9875
ACACA	5.06225
ACACB	18.622
ACAD10	6.08187
ACAD11	6.10932
ACAD8	8.84421
ACAD9	12.2913
ACADL	0.292998
ACADM	28.4882
ACADS	35.5637
ACADSB	6.11509
ACADVL	132.42
ACAN	0.0307052
ACAP1	1.07352
ACAP2	5.90343
ACAP3	17.4291
ACAT1	48.7884
ACAT2	8.5532
ACBD3	12.7751
ACBD4	13.1167
ACBD5	7.64552
ACBD6	15.4437
ACBD7	0.218382
ACCS	6.28697
ACCSL	0
ACD	9.08608
ACE	6.63291
ACE2	3.30503
ACER1	0
ACER2	1.27434
ACER3	3.75375
ACHE	11.7486
ACIN1	29.2614
ACLY	21.0466
ACMSD	0
ACN9	7.41344
ACO1	21.2211
ACO2	52.2389
ACOT1	13.9637
ACOT11	7.12747
ACOT12	0
ACOT13	5.31288
ACOT2	52.5165
ACOT4	1.03374
ACOT6	0
ACOT7	27.7933
ACOT8	17.2845
ACOT9	21.8133
ACOX1	9.74939
ACOX2	10.05
ACOX3	4.54018
ACOXL	0.0265179
ACP1	31.0643
ACP2	18.7488
ACP5	13.5119
ACP6	6.35164
ACPL2	2.53475
ACPP	1.10254
ACPT	0
ACR	0.35237
ACRBP	0.399537
ACRC	0.343154
ACRV1	0
ACSBG1	1.53482
ACSBG2	0.0694183
ACSF2	10.3078
ACSF3	4.57125
ACSL1	12.2211
ACSL3	14.2839
ACSL4	10.892
ACSL5	26.1902
ACSL6	0.468669
ACSM1	0.244003
ACSM2A	0.0171468
ACSM2B	0
ACSM3	3.99036
ACSM4	0
ACSM5	0.889789
ACSS1	17.0834
ACSS2	33.717
ACSS3	1.62076
ACTA1	0.221223
ACTA2	1752.55
ACTB	5958.76
ACTBL2	0
ACTC1	1.31122
ACTG1	734.059
ACTG1P4	0.115603
ACTG2	8010.95
ACTL10	0.621482
ACTL6A	25.0091
ACTL6B	0.790101
ACTL7A	0
ACTL7B	0
ACTL8	0.0410376
ACTL9	0
ACTN1	313.898
ACTN2	0.0680913
ACTN3	0.167853
ACTN4	118.474
ACTR10	21.963
ACTR1A	58.7977
ACTR1B	35.3132
ACTR2	79.5594
ACTR3	62.4819
ACTR3B	1.68123
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	1.12348
ACTR5	2.44611
ACTR6	12.4256
ACTR8	5.43536
ACTRT1	0
ACTRT2	0
ACTRT3	0.983242
ACVR1	10.579
ACVR1B	12.7547
ACVR1C	0.587176
ACVR2A	3.42842
ACVR2B	1.01556
ACVRL1	21.592
ACY1	8.03648
ACY3	0.848946
ACYP1	8.4807
ACYP2	6.70443
ADA	2.50533
ADAD1	0
ADAD2	0
ADAL	2.46574
ADAM1	0.826475
ADAM10	15.7271
ADAM11	1.17468
ADAM12	0.209405
ADAM15	23.5661
ADAM17	4.87424
ADAM18	0
ADAM19	7.71215
ADAM2	0
ADAM20	0
ADAM20P1	0.247061
ADAM21	0.0299612
ADAM21P1	0
ADAM22	0.975417
ADAM23	2.11242
ADAM28	1.19326
ADAM29	0
ADAM30	0
ADAM32	0.154004
ADAM33	28.1409
ADAM3A	0
ADAM5P	0
ADAM6	0
ADAM7	0
ADAM8	1.46755
ADAM9	35.3874
ADAMDEC1	18.5001
ADAMTS1	11.5039
ADAMTS10	3.81727
ADAMTS12	0.53802
ADAMTS13	1.21722
ADAMTS14	0.250193
ADAMTS15	1.92758
ADAMTS16	0.776512
ADAMTS17	0.279569
ADAMTS18	0.070779
ADAMTS19	0.0555318
ADAMTS2	2.1782
ADAMTS20	0
ADAMTS3	0.0387573
ADAMTS4	2.47962
ADAMTS5	0.587741
ADAMTS6	0.114568
ADAMTS7	2.30683
ADAMTS8	11.6368
ADAMTS9	2.96034
ADAMTS9-AS2	2.32343
ADAMTSL1	1.80777
ADAMTSL2	1.65018
ADAMTSL3	9.88484
ADAMTSL4	6.80276
ADAMTSL5	0.893375
ADAP1	26.7488
ADAP2	2.06942
ADAR	28.0388
ADARB1	15.2254
ADARB2	0.298792
ADARB2-AS1	0
ADAT1	2.01641
ADAT2	0.693836
ADAT3	3.40468
ADC	1.89027
ADCK1	4.73446
ADCK2	11.6325
ADCK3	23.294
ADCK4	10.2318
ADCK5	5.55396
ADCY1	0.163089
ADCY10	0.0143603
ADCY2	3.66448
ADCY3	6.487
ADCY4	3.2655
ADCY5	18.2267
ADCY6	16.1423
ADCY7	3.90312
ADCY8	0.0175031
ADCY9	7.70442
ADCYAP1	2.63001
ADCYAP1R1	3.28417
ADD1	90.009
ADD2	0.692482
ADD3	21.8118
ADGB	0.012338
ADH1A	0.901891
ADH1B	97.5235
ADH1C	72.716
ADH4	0.0880991
ADH5	109.523
ADH6	1.66626
ADH7	0
ADHFE1	4.54357
ADI1	64.6667
ADIG	0
ADIPOQ	6.65253
ADIPOQ-AS1	0
ADIPOR1	28.8571
ADIPOR2	22.4064
ADK	9.96961
ADM	11.9307
ADM2	0.472478
ADNP	15.334
ADNP2	4.31805
ADO	7.6238
ADORA1	0.499053
ADORA2A	1.43817
ADORA2B	2.96389
ADORA3	1.87757
ADPGK	7.65294
ADPRH	4.2657
ADPRHL1	1.46626
ADPRHL2	15.2506
ADRA1A	0.38962
ADRA1B	0.359548
ADRA1D	0.548795
ADRA2A	5.31038
ADRA2B	0.551104
ADRA2C	1.61264
ADRB1	0.928231
ADRB2	2.15519
ADRB3	1.2426
ADRBK1	25.0638
ADRBK2	2.7151
ADRM1	55.1249
ADSL	21.9839
ADSS	15.1837
ADSSL1	1.06033
ADTRP	18.7842
AEBP1	35.6061
AEBP2	6.17361
AEN	2.98398
AES	394.389
AFAP1	11.3747
AFAP1-AS1	0.100891
AFAP1L1	1.49037
AFAP1L2	6.81148
AFF1	11.9985
AFF2	0.0394128
AFF3	2.2977
AFF4	9.56011
AFG3L1P	3.50976
AFG3L2	26.3748
AFM	0
AFMID	4.27973
AFP	0
AFTPH	11.6127
AGA	11.2789
AGAP1	10.7453
AGAP11	0.669664
AGAP2	1.0455
AGAP3	23.9196
AGAP4	1.9198
AGAP5	1.35998
AGAP6	3.82562
AGAP7	0.626827
AGAP8	1.22773
AGAP9	0.680082
AGBL1	0.0376004
AGBL2	0.162761
AGBL3	0.0400458
AGBL4	0.121195
AGBL5	16.3077
AGER	2.56987
AGFG1	5.39445
AGFG2	5.86148
AGGF1	5.28843
AGK	5.93758
AGL	6.66283
AGMAT	1.41654
AGMO	0.122147
AGPAT1	46.9559
AGPAT2	40.4129
AGPAT3	12.3372
AGPAT4	2.10227
AGPAT4-IT1	0.141902
AGPAT5	2.66882
AGPAT6	10.092
