genes	AMC_8.3_FPKM
A1BG	120.081
A1BG-AS1	0.1772
A1CF	3.39922
A2LD1	2.88257
A2M	65.1339
A2ML1	0.0396114
A2MP1	0.0925744
A4GALT	1.13058
A4GNT	0
AA06	0
AAAS	20.0639
AACS	9.48606
AACSP1	0
AADAC	30.3889
AADACL2	0
AADACL3	0.0563278
AADACL4	0
AADAT	5.21727
AAED1	1.87093
AAGAB	16.7668
AAK1	0.59368
AAMP	68.4399
AANAT	0
AARD	0.0283046
AARS	64.2321
AARS2	6.2094
AARSD1	15.3056
AASDH	3.60987
AASDHPPT	13.5709
AASS	0.720351
AATF	27.4604
AATK	4.26561
AATK-AS1	0
ABAT	14.0548
ABCA1	4.61995
ABCA10	0.17888
ABCA11P	5.09787
ABCA12	0
ABCA13	0.00326223
ABCA17P	0
ABCA2	10.7114
ABCA3	0.301699
ABCA4	0.0457454
ABCA5	0.923668
ABCA6	1.55108
ABCA7	1.64759
ABCA8	1.37784
ABCA9	0.483435
ABCB1	2.62894
ABCB10	8.7858
ABCB11	1.64159
ABCB4	6.18648
ABCB5	0.0724409
ABCB6	3.97052
ABCB7	9.70094
ABCB8	4.18652
ABCB9	1.15362
ABCC1	18.5695
ABCC10	7.85923
ABCC11	0.0328356
ABCC12	0
ABCC13	0
ABCC2	2.70412
ABCC3	14.0912
ABCC4	6.22797
ABCC5	5.3477
ABCC5-AS1	0
ABCC6	6.3083
ABCC6P1	1.55273
ABCC6P2	2.30828
ABCC8	0
ABCC9	3.06732
ABCD1	3.84173
ABCD2	0.0689327
ABCD3	20.6165
ABCD4	4.3109
ABCE1	37.6352
ABCF1	25.4732
ABCF2	14.498
ABCF3	22.3762
ABCG1	5.00393
ABCG2	0.653136
ABCG4	0.0313745
ABCG5	3.02894
ABCG8	3.1233
ABHD1	0.0394914
ABHD10	14.4345
ABHD11	25.162
ABHD11-AS1	0.641398
ABHD12	32.4581
ABHD12B	10.6271
ABHD13	5.408
ABHD14A	4.77402
ABHD14A-ACY1	0.0692203
ABHD14B	21.9644
ABHD15	4.40853
ABHD16A	22.3816
ABHD16B	2.58117
ABHD2	14.1859
ABHD3	10.8381
ABHD4	5.0571
ABHD5	2.81861
ABHD6	6.44299
ABHD8	3.05159
ABI1	24.515
ABI2	5.68335
ABI3	2.96657
ABI3BP	1.17322
ABL1	12.0644
ABL2	3.46641
ABLIM1	21.2078
ABLIM2	1.39339
ABLIM3	3.92601
ABO	7.22009
ABP1	16.889
ABR	23.5976
ABRA	0
ABRACL	76.4914
ABT1	30.7448
ABTB1	6.45597
ABTB2	2.71913
ACAA1	38.0968
ACAA2	34.7426
ACACA	11.516
ACACB	2.37409
ACAD10	4.27969
ACAD11	7.21965
ACAD8	8.07221
ACAD9	22.7598
ACADL	1.17686
ACADM	19.8712
ACADS	14.0056
ACADSB	9.82979
ACADVL	97.6881
ACAN	0.227006
ACAP1	1.43338
ACAP2	8.5768
ACAP3	2.95562
ACAT1	77.5159
ACAT2	51.538
ACBD3	23.1435
ACBD4	4.82952
ACBD5	12.3489
ACBD6	31.0814
ACBD7	1.35431
ACCS	3.07175
ACCSL	0
ACD	6.635
ACE	4.61305
ACE2	21.1925
ACER1	0.0701918
ACER2	1.84939
ACER3	3.27203
ACHE	0.79392
ACIN1	28.4028
ACLY	75.0531
ACMSD	1.75746
ACN9	6.9408
ACO1	19.5419
ACO2	38.6652
ACOT1	5.84637
ACOT11	5.7308
ACOT12	2.65263
ACOT13	5.32363
ACOT2	21.0011
ACOT4	2.53938
ACOT6	0
ACOT7	27.8225
ACOT8	11.0854
ACOT9	17.3597
ACOX1	10.2357
ACOX2	6.58219
ACOX3	5.66551
ACOXL	0.0404703
ACP1	68.0347
ACP2	12.7811
ACP5	20.8285
ACP6	8.5049
ACPL2	8.97826
ACPP	0.321389
ACPT	0
ACR	0.406969
ACRBP	0.789643
ACRC	0.201372
ACRV1	0.0930741
ACSBG1	0.0323604
