genes	AMC_9.3_FPKM
A1BG	66.0561
A1BG-AS1	0.273836
A1CF	3.81688
A2LD1	1.64862
A2M	76.9587
A2ML1	0.00998486
A2MP1	0.0499344
A4GALT	1.85705
A4GNT	0.0706174
AA06	0
AAAS	18.5827
AACS	10.6093
AACSP1	0
AADAC	12.565
AADACL2	0
AADACL3	0
AADACL4	0
AADAT	4.29093
AAED1	2.89602
AAGAB	15.5448
AAK1	1.22988
AAMP	52.9754
AANAT	0.0356985
AARD	0.0300337
AARS	56.5059
AARS2	2.94773
AARSD1	15.041
AASDH	2.26594
AASDHPPT	12.3493
AASS	1.01615
AATF	21.3045
AATK	0.540554
AATK-AS1	0
ABAT	11.6276
ABCA1	5.18468
ABCA10	0.245808
ABCA11P	3.05152
ABCA12	0
ABCA13	0.0107674
ABCA17P	0.0225599
ABCA2	8.33115
ABCA3	0.428555
ABCA4	0.038425
ABCA5	1.28894
ABCA6	0.952319
ABCA7	2.62228
ABCA8	0.89134
ABCA9	0.334289
ABCB1	7.87645
ABCB10	7.84038
ABCB11	0.613957
ABCB4	2.89066
ABCB5	0.0320188
ABCB6	3.30495
ABCB7	9.52996
ABCB8	4.30186
ABCB9	1.64945
ABCC1	17.0678
ABCC10	6.90187
ABCC11	0.0801311
ABCC12	0
ABCC13	0
ABCC2	1.19209
ABCC3	25.1331
ABCC4	2.11872
ABCC5	5.05925
ABCC5-AS1	0
ABCC6	5.46542
ABCC6P1	1.58769
ABCC6P2	3.39706
ABCC8	0.0102727
ABCC9	2.40713
ABCD1	4.60757
ABCD2	0.0633001
ABCD3	15.0069
ABCD4	4.97899
ABCE1	21.2449
ABCF1	21.1247
ABCF2	14.5495
ABCF3	15.9471
ABCG1	16.8889
ABCG2	0.785028
ABCG4	0.0870291
ABCG5	1.66311
ABCG8	1.23961
ABHD1	0.0639858
ABHD10	8.49298
ABHD11	30.0914
ABHD11-AS1	2.57787
ABHD12	19.6119
ABHD12B	0.807754
ABHD13	5.07976
ABHD14A	4.06872
ABHD14A-ACY1	0.00588878
ABHD14B	24.7114
ABHD15	5.01804
ABHD16A	28.8842
ABHD16B	2.93278
ABHD2	46.0124
ABHD3	11.2598
ABHD4	4.61619
ABHD5	2.83502
ABHD6	6.23987
ABHD8	2.18806
ABI1	31.8604
ABI2	5.90555
ABI3	4.97718
ABI3BP	0.891295
ABL1	15.6628
ABL2	2.30356
ABLIM1	10.7842
ABLIM2	6.08677
ABLIM3	5.53948
ABO	17.8206
ABP1	34.649
ABR	30.1983
ABRA	0.0192925
ABRACL	97.2781
ABT1	20.4241
ABTB1	8.63886
ABTB2	9.01242
ACAA1	35.9942
ACAA2	49.0999
ACACA	7.41183
ACACB	1.74736
ACAD10	9.57127
ACAD11	3.58929
ACAD8	7.57699
ACAD9	11.6395
ACADL	0.382713
ACADM	12.5665
ACADS	15.4989
ACADSB	4.80336
ACADVL	133.486
ACAN	0.858046
ACAP1	2.01503
ACAP2	5.68847
ACAP3	9.80752
ACAT1	29.9849
ACAT2	28.1716
ACBD3	20.6387
ACBD4	4.55661
ACBD5	9.63761
ACBD6	12.5898
ACBD7	0.637715
ACCS	2.21605
ACCSL	0
ACD	8.39042
ACE	7.16697
ACE2	6.90817
ACER1	0
ACER2	1.17125
ACER3	5.01133
ACHE	1.45009
ACIN1	27.0006
ACLY	46.3941
ACMSD	1.21691
ACN9	3.87682
ACO1	14.9786
ACO2	22.2813
ACOT1	1.62225
ACOT11	8.04894
ACOT12	0.92295
ACOT13	5.29598
ACOT2	15.3518
ACOT4	2.32624
ACOT6	0.122126
ACOT7	17.4943
ACOT8	16.9403
ACOT9	24.7701
ACOX1	12.9496
ACOX2	6.7957
ACOX3	4.18774
ACOXL	0.0217268
ACP1	39.0364
ACP2	20.6036
ACP5	65.3967
ACP6	6.44757
ACPL2	2.59652
ACPP	2.30139
ACPT	0
ACR	0.213547
ACRBP	0.593895
ACRC	0.248577
ACRV1	0.0514402
ACSBG1	0.0255833
ACSBG2	0.0184313
ACSF2	7.50997
ACSF3	5.77554
ACSL1	25.5945
ACSL3	31.9536
ACSL4	16.9407
ACSL5	64.9924
ACSL6	1.63415
ACSM1	0.200765
ACSM2A	2.18898
ACSM2B	3.70671
ACSM3	15.9598
ACSM4	0
ACSM5	2.69392
ACSS1	6.46376
ACSS2	23.3364
ACSS3	1.74643
ACTA1	0.0512851
ACTA2	274.958
