genes	AMC_3.1_FPKM
A1BG	0.413634
A1BG-AS1	0.0216056
A1CF	12.4223
A2LD1	4.62522
A2M	46.8375
A2ML1	0
A2MP1	0.0296773
A4GALT	1.015
A4GNT	0
AA06	0
AAAS	11.4989
AACS	9.62747
AACSP1	0
AADAC	0.477027
AADACL2	0
AADACL3	0
AADACL4	0
AADAT	1.46013
AAED1	4.36812
AAGAB	19.6647
AAK1	1.1755
AAMP	58.1034
AANAT	0.0756407
AARD	0.0859103
AARS	22.739
AARS2	4.80481
AARSD1	7.31424
AASDH	3.53805
AASDHPPT	15.9375
AASS	1.039
AATF	30.5898
AATK	4.49997
AATK-AS1	0
ABAT	15.5799
ABCA1	2.86353
ABCA10	0.0583146
ABCA11P	5.40939
ABCA12	0
ABCA13	0.0228967
ABCA17P	0
ABCA2	8.02287
ABCA3	0.411795
ABCA4	0.0157114
ABCA5	2.04701
ABCA6	0.268198
ABCA7	1.0014
ABCA8	0.549658
ABCA9	0.0573991
ABCB1	27.8395
ABCB10	5.51123
ABCB11	0.00654999
ABCB4	0.220614
ABCB5	0.0458369
ABCB6	7.10484
ABCB7	17.1606
ABCB8	3.77064
ABCB9	0.239707
ABCC1	13.3802
ABCC10	7.74839
ABCC11	0.0132538
ABCC12	0
ABCC13	1.43965
ABCC2	0.0307215
ABCC3	25.0537
ABCC4	7.6281
ABCC5	10.729
ABCC5-AS1	0
ABCC6	2.34345
ABCC6P1	0.261502
ABCC6P2	0.799266
ABCC8	0.079367
ABCC9	4.39583
ABCD1	3.4635
ABCD2	0.103816
ABCD3	22.4526
ABCD4	6.27289
ABCE1	30.3328
ABCF1	24.6054
ABCF2	14.5422
ABCF3	15.9832
ABCG1	2.53659
ABCG2	2.31416
ABCG4	0.044955
ABCG5	0.262689
ABCG8	0.485026
ABHD1	0
ABHD10	8.31827
ABHD11	26.8581
ABHD11-AS1	2.3166
ABHD12	29.1224
ABHD12B	0
ABHD13	5.68858
ABHD14A	3.94169
ABHD14A-ACY1	0.221038
ABHD14B	22.256
ABHD15	5.83371
ABHD16A	39.1026
ABHD16B	2.64631
ABHD2	27.68
ABHD3	15.373
ABHD4	6.1627
ABHD5	2.83476
ABHD6	2.99427
ABHD8	1.82372
ABI1	40.8137
ABI2	4.64247
ABI3	1.9506
ABI3BP	1.44358
ABL1	36.3945
ABL2	2.69686
ABLIM1	38.0258
ABLIM2	7.40213
ABLIM3	0.523966
ABO	14.4058
ABP1	39.0398
ABR	26.7131
ABRA	0
ABRACL	93.743
ABT1	19.7503
ABTB1	13.1335
ABTB2	4.05856
ACAA1	28.8933
ACAA2	35.6028
ACACA	16.3666
ACACB	2.39093
ACAD10	6.12328
ACAD11	1.53549
ACAD8	8.09757
ACAD9	12.7415
ACADL	0.0457728
ACADM	19.9175
ACADS	11.6266
ACADSB	2.59877
ACADVL	62.0612
ACAN	0.355244
ACAP1	0.868081
ACAP2	9.41266
ACAP3	10.0083
ACAT1	29.4261
ACAT2	17.7076
ACBD3	18.3469
ACBD4	3.18411
ACBD5	20.6978
ACBD6	14.2673
ACBD7	1.06736
ACCS	2.82429
ACCSL	0
ACD	3.18705
ACE	4.2996
ACE2	0.600181
ACER1	0.330873
ACER2	1.43355
ACER3	4.96572
ACHE	1.89534
ACIN1	20.6362
ACLY	30.0364
ACMSD	0
ACN9	9.70401
ACO1	26.2934
ACO2	22.2162
ACOT1	3.63051
ACOT11	4.98927
ACOT12	0
ACOT13	10.9725
ACOT2	15.788
ACOT4	1.86153
ACOT6	0
ACOT7	13.24
ACOT8	12.4394
ACOT9	9.9642
ACOX1	7.43763
ACOX2	2.1727
ACOX3	2.70148
ACOXL	0.107677
ACP1	49.0492
ACP2	12.4588
ACP5	21.9077
ACP6	13.9002
ACPL2	4.88098
ACPP	3.85913
ACPT	0
ACR	0.821903
ACRBP	0.289403
ACRC	0.260946
ACRV1	0.313271
ACSBG1	0.0276577
ACSBG2	0.0317878
ACSF2	9.19765
ACSF3	4.23363
ACSL1	9.688
ACSL3	16.1914
ACSL4	6.70394
ACSL5	77.5817
ACSL6	5.35366
ACSM1	0.429308
ACSM2A	0
ACSM2B	0.0106528
ACSM3	16.2204
ACSM4	0
ACSM5	0.045294
ACSS1	29.5184
ACSS2	41.1225
ACSS3	0.422534
ACTA1	0
ACTA2	90.0259
ACTB	1556.44
ACTBL2	0
ACTC1	0.0577432
ACTG1	876.531
ACTG1P4	0.0174558
ACTG2	40.682
ACTL10	2.48794
ACTL6A	64.231
ACTL6B	0.01668
ACTL7A	0
ACTL7B	0
ACTL8	2.91211
ACTL9	0
ACTN1	46.4021
ACTN2	0.00606348
ACTN3	0.00750709
ACTN4	133.841
ACTR10	19.2385
ACTR1A	24.9398
ACTR1B	19.4643
ACTR2	108.236
ACTR3	94.1317
ACTR3B	6.84026
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	3.73981
ACTR5	3.9761
ACTR6	12.4006
ACTR8	6.16347
ACTRT1	0
ACTRT2	0
ACTRT3	1.08273
ACVR1	8.63549
ACVR1B	15.6387
ACVR1C	1.68894
ACVR2A	2.87254
ACVR2B	2.3878
ACVRL1	8.0955
ACY1	16.2311
ACY3	1.97273
ACYP1	13.3511
ACYP2	4.29179
ADA	1.60136
ADAD1	0
ADAD2	0
ADAL	1.28794
ADAM1	0.76492
ADAM10	22.421
ADAM11	0.00608964
ADAM12	2.12265
ADAM15	50.1174
ADAM17	5.73201
ADAM18	0
ADAM19	3.1706
ADAM2	0.0149265
ADAM20	0
ADAM20P1	0.0365955
ADAM21	0
ADAM21P1	0.0174665
ADAM22	0.27181
ADAM23	0.421334
ADAM28	1.43107
ADAM29	0
ADAM30	0
ADAM32	1.44669
ADAM33	0.520912
ADAM3A	0
ADAM5P	0
ADAM6	0
ADAM7	0
ADAM8	2.09552
ADAM9	39.9153
ADAMDEC1	14.3117
ADAMTS1	4.61322
ADAMTS10	0.50924
ADAMTS12	3.72442
ADAMTS13	0.798099
ADAMTS14	1.20384
ADAMTS15	13.4075
ADAMTS16	0.126533
ADAMTS17	0.398856
ADAMTS18	0.0327582
ADAMTS19	0.291843
ADAMTS2	5.89868
ADAMTS20	0
ADAMTS3	0.165458
ADAMTS4	2.87967
ADAMTS5	0.643558
ADAMTS6	0.215436
ADAMTS7	1.0463
ADAMTS8	0.211013
ADAMTS9	1.26127
ADAMTS9-AS2	0.0321516
ADAMTSL1	0.415699
ADAMTSL2	0.631818
ADAMTSL3	0.386225
ADAMTSL4	0.536499
ADAMTSL5	0.621354
ADAP1	28.2785
ADAP2	1.90231
ADAR	46.8884
ADARB1	1.4227
ADARB2	0.0273365
ADARB2-AS1	0
ADAT1	4.28703
ADAT2	3.01186
ADAT3	4.27062
ADC	0.525103
ADCK1	3.38147
ADCK2	9.00315
ADCK3	24.2028
ADCK4	5.21368
ADCK5	10.1766
ADCY1	1.63878
ADCY10	0.258903
ADCY2	0.271179
ADCY3	11.4623
ADCY4	0.896235
ADCY5	0.507558
ADCY6	14.2709
ADCY7	8.76242
ADCY8	0.0156825
ADCY9	4.9312
ADCYAP1	0.223835
ADCYAP1R1	0.0396988
ADD1	29.028
ADD2	0.217436
ADD3	87.8682
ADGB	0.168074
ADH1A	0.295174
ADH1B	9.32491
ADH1C	37.4711
ADH4	1.05115
ADH5	42.9752
ADH6	0.886313
ADH7	0
ADHFE1	0.075339
ADI1	50.0282
ADIG	0
ADIPOQ	0.249362
ADIPOQ-AS1	0
ADIPOR1	27.396
ADIPOR2	29.9053
ADK	32.1639
