genes	AMC_20.1_FPKM
A1BG	0.404577
A1BG-AS1	0.0268601
A1CF	1.74008
A2LD1	7.84854
A2M	24.6323
A2ML1	0.0102991
A2MP1	0
A4GALT	2.76701
A4GNT	0
AA06	0
AAAS	21.1829
AACS	15.9101
AACSP1	0
AADAC	0.171228
AADACL2	0
AADACL3	0
AADACL4	0
AADAT	3.53814
AAED1	2.97641
AAGAB	21.5753
AAK1	0.799483
AAMP	81.0552
AANAT	0
AARD	0.0644243
AARS	47.8688
AARS2	5.70862
AARSD1	21.5726
AASDH	3.35887
AASDHPPT	15.2211
AASS	0.738317
AATF	27.8556
AATK	9.28962
AATK-AS1	0
ABAT	2.92958
ABCA1	1.9897
ABCA10	0.057834
ABCA11P	2.49792
ABCA12	0.0722775
ABCA13	0.145787
ABCA17P	0
ABCA2	9.88614
ABCA3	0.744983
ABCA4	0.0144465
ABCA5	1.63703
ABCA6	0.154181
ABCA7	2.91277
ABCA8	0.102436
ABCA9	0.0151177
ABCB1	3.96322
ABCB10	9.72233
ABCB11	0.00850898
ABCB4	0.220827
ABCB5	0
ABCB6	6.57164
ABCB7	11.2274
ABCB8	7.56247
ABCB9	0.743591
ABCC1	7.76948
ABCC10	4.87589
ABCC11	0.032243
ABCC12	0
ABCC13	0.203756
ABCC2	0.362226
ABCC3	14.2753
ABCC4	1.9704
ABCC5	2.25322
ABCC5-AS1	0
ABCC6	1.90691
ABCC6P1	0.386999
ABCC6P2	0.826025
ABCC8	0
ABCC9	1.95527
ABCD1	1.48833
ABCD2	0.113219
ABCD3	29.1689
ABCD4	5.71609
ABCE1	39.7908
ABCF1	17.1523
ABCF2	18.2688
ABCF3	18.4609
ABCG1	3.0572
ABCG2	0.17592
ABCG4	0.0211516
ABCG5	0.554182
ABCG8	0.609746
ABHD1	0.0281805
ABHD10	18.5487
ABHD11	71.5353
ABHD11-AS1	6.98697
ABHD12	20.7273
ABHD12B	6.44935
ABHD13	8.59716
ABHD14A	4.46888
ABHD14A-ACY1	0.180665
ABHD14B	55.9342
ABHD15	5.97176
ABHD16A	31.5683
ABHD16B	2.53968
ABHD2	35.221
ABHD3	20.8388
ABHD4	4.51921
ABHD5	4.34151
ABHD6	4.2223
ABHD8	1.0866
ABI1	32.3957
ABI2	3.92652
ABI3	2.50002
ABI3BP	1.68278
ABL1	16.0823
ABL2	2.1224
ABLIM1	25.7915
ABLIM2	3.99438
ABLIM3	1.36284
ABO	29.3056
ABP1	27.589
ABR	35.255
ABRA	0.0568138
ABRACL	89.7367
ABT1	21.6531
ABTB1	19.3154
ABTB2	1.61794
ACAA1	28.9847
ACAA2	37.6901
ACACA	6.66316
ACACB	1.27927
ACAD10	5.12716
ACAD11	1.93241
ACAD8	8.25325
ACAD9	16.0694
ACADL	0
ACADM	30.2529
ACADS	28.443
ACADSB	6.15839
ACADVL	162.123
ACAN	1.25055
ACAP1	3.07715
ACAP2	9.37051
ACAP3	11.0273
ACAT1	50.9847
ACAT2	25.6474
ACBD3	36.6423
ACBD4	3.52937
ACBD5	21.7606
ACBD6	17.8448
ACBD7	0.457276
ACCS	2.27312
ACCSL	0
ACD	8.28384
ACE	5.71761
ACE2	1.37717
ACER1	0
ACER2	1.00811
ACER3	6.39063
ACHE	1.88025
ACIN1	29.2994
ACLY	57.5904
ACMSD	0
ACN9	14.0028
ACO1	17.5283
ACO2	60.8048
ACOT1	1.45301
ACOT11	10.5162
ACOT12	0.022112
ACOT13	8.97001
ACOT2	11.1458
ACOT4	0.863957
ACOT6	0
ACOT7	44.8816
ACOT8	11.7911
ACOT9	20.0596
ACOX1	9.85982
ACOX2	8.52038
ACOX3	3.93977
ACOXL	0.0880623
ACP1	73.7783
ACP2	11.5623
ACP5	10.1312
ACP6	8.0899
ACPL2	4.94493
ACPP	4.29187
ACPT	0.0292808
ACR	0.0328378
ACRBP	4.91117
ACRC	0.0856512
ACRV1	0
ACSBG1	0.0459549
ACSBG2	0
ACSF2	3.16582
ACSF3	7.2572
ACSL1	19.1751
ACSL3	29.0335
ACSL4	13.0576
ACSL5	68.3357
ACSL6	0.902465
ACSM1	0.272741
ACSM2A	0
ACSM2B	0
ACSM3	11.1601
ACSM4	0
ACSM5	0.0277792
ACSS1	14.277
ACSS2	44.8123
ACSS3	0.284824
ACTA1	0.0229719
ACTA2	105.703
ACTB	2531.12
ACTBL2	0
ACTC1	0.173848
ACTG1	3352.44
ACTG1P4	0.0216493
ACTG2	63.1654
ACTL10	3.99146
ACTL6A	64.1373
ACTL6B	0
ACTL7A	0
ACTL7B	0
ACTL8	4.37534
ACTL9	0
ACTN1	61.2072
ACTN2	0
ACTN3	0.0185606
ACTN4	288.023
ACTR10	16.1988
