genes	AMC_19.2_FPKM
A1BG	1.09524
A1BG-AS1	0.143121
A1CF	5.11284
A2LD1	2.94859
A2M	110.674
A2ML1	0.0142166
A2MP1	0
A4GALT	2.73374
A4GNT	0
AA06	0
AAAS	11.7047
AACS	12.1739
AACSP1	0
AADAC	0.249192
AADACL2	0
AADACL3	0
AADACL4	0
AADAT	1.78979
AAED1	2.04274
AAGAB	15.0605
AAK1	1.91732
AAMP	60.049
AANAT	0
AARD	0.294853
AARS	23.9803
AARS2	3.77855
AARSD1	9.91092
AASDH	2.71212
AASDHPPT	8.56157
AASS	1.41406
AATF	13.6048
AATK	1.90825
AATK-AS1	0
ABAT	8.15818
ABCA1	6.79176
ABCA10	0.914402
ABCA11P	2.55454
ABCA12	0.0159712
ABCA13	0.133322
ABCA17P	0
ABCA2	12.6351
ABCA3	1.59935
ABCA4	0.0327977
ABCA5	7.55979
ABCA6	1.16094
ABCA7	2.92709
ABCA8	11.7442
ABCA9	0.96305
ABCB1	18.5284
ABCB10	6.887
ABCB11	0.332982
ABCB4	0.669042
ABCB5	0.60851
ABCB6	2.94803
ABCB7	8.33156
ABCB8	3.94708
ABCB9	1.10363
ABCC1	5.66912
ABCC10	4.4476
ABCC11	0.0333946
ABCC12	0
ABCC13	1.70299
ABCC2	0.120115
ABCC3	39.2132
ABCC4	4.07866
ABCC5	7.7098
ABCC5-AS1	0
ABCC6	3.81762
ABCC6P1	1.24949
ABCC6P2	2.81376
ABCC8	0.229596
ABCC9	1.84954
ABCD1	4.25098
ABCD2	0.372265
ABCD3	31.083
ABCD4	8.69233
ABCE1	11.6641
ABCF1	15.8791
ABCF2	11.4722
ABCF3	15.7061
ABCG1	16.9204
ABCG2	8.29058
ABCG4	0.0271852
ABCG5	0.022712
ABCG8	0.0368006
ABHD1	0.0369314
ABHD10	13.64
ABHD11	25.7829
ABHD11-AS1	11.5389
ABHD12	20.8733
ABHD12B	0.0877826
ABHD13	5.64072
ABHD14A	5.17985
ABHD14A-ACY1	0.000792148
ABHD14B	34.4105
ABHD15	8.72594
ABHD16A	21.702
ABHD16B	1.75532
