genes	AMC_10.1_FPKM
A1BG	0.698841
A1BG-AS1	0.132871
A1CF	2.9127
A2LD1	4.56525
A2M	76.0895
A2ML1	0.00780014
A2MP1	0
A4GALT	2.8628
A4GNT	0.0386244
AA06	0
AAAS	13.2778
AACS	11.4565
AACSP1	0
AADAC	0.345087
AADACL2	0
AADACL3	0
AADACL4	0
AADAT	2.51175
AAED1	2.9755
AAGAB	19.9859
AAK1	1.41819
AAMP	58.705
AANAT	0.0154558
AARD	0.208186
AARS	27.8794
AARS2	3.80096
AARSD1	10.1496
AASDH	2.32239
AASDHPPT	9.28283
AASS	0.951448
AATF	17.0408
AATK	4.11848
AATK-AS1	0
ABAT	4.36929
ABCA1	2.16906
ABCA10	0.320877
ABCA11P	2.73863
ABCA12	0.2568
ABCA13	0.198975
ABCA17P	0.590462
ABCA2	10.8504
ABCA3	6.63771
ABCA4	0.0416308
ABCA5	3.07424
ABCA6	0.368982
ABCA7	4.3266
ABCA8	1.68254
ABCA9	0.108745
ABCB1	4.92518
ABCB10	5.46624
ABCB11	0.151386
ABCB4	0.518841
ABCB5	0.00743578
ABCB6	3.3015
ABCB7	6.87875
ABCB8	4.68711
ABCB9	1.72141
ABCC1	8.60444
ABCC10	5.05691
ABCC11	0.0445822
ABCC12	0
ABCC13	0.33372
ABCC2	0.109021
ABCC3	50.1988
ABCC4	3.43761
ABCC5	7.0112
ABCC5-AS1	0.134716
ABCC6	3.72951
ABCC6P1	0.918424
ABCC6P2	2.87554
ABCC8	0.0323092
ABCC9	1.96032
ABCD1	4.29988
ABCD2	0.222418
ABCD3	22.6886
ABCD4	7.83391
ABCE1	13.4134
ABCF1	18.7141
ABCF2	13.1513
ABCF3	15.3161
ABCG1	9.6007
ABCG2	0.403532
ABCG4	0.0893713
ABCG5	0.233776
ABCG8	0.336523
ABHD1	0.0903425
ABHD10	10.4202
ABHD11	23.7705
ABHD11-AS1	5.82942
ABHD12	21.7422
ABHD12B	0.434258
ABHD13	3.90064
ABHD14A	4.24459
ABHD14A-ACY1	0.537238
ABHD14B	27.8614
ABHD15	6.37803
ABHD16A	22.212
ABHD16B	1.73766
ABHD2	33.8575
ABHD3	23.0957
ABHD4	9.02476
ABHD5	3.75187
ABHD6	6.39509
ABHD8	1.98597
ABI1	32.6821
ABI2	4.76834
ABI3	6.57549
ABI3BP	2.4811
ABL1	15.7429
ABL2	2.00123
ABLIM1	25.5387
ABLIM2	4.39813
ABLIM3	11.9717
ABO	11.5632
ABP1	67.1562
ABR	24.1335
ABRA	0.0320391
ABRACL	81.9163
ABT1	12.5502
ABTB1	21.002
ABTB2	6.44107
ACAA1	45.9193
ACAA2	34.4734
ACACA	5.82691
ACACB	2.36549
ACAD10	5.31843
ACAD11	1.89971
ACAD8	9.40554
ACAD9	10.1513
ACADL	0.0141266
ACADM	14.1411
ACADS	19.9975
ACADSB	3.65228
ACADVL	90.6982
ACAN	0.630255
ACAP1	3.95074
ACAP2	7.08764
ACAP3	7.31608
ACAT1	21.9712
ACAT2	15.5289
ACBD3	22.749
ACBD4	5.40585
ACBD5	15.1808
ACBD6	12.541
ACBD7	1.12114
ACCS	5.48453
ACCSL	0
ACD	8.79484
ACE	10.6727
ACE2	3.85455
ACER1	0
ACER2	2.61921
ACER3	4.52236
ACHE	3.5847
ACIN1	24.6209
ACLY	30.4621
ACMSD	0.0993645
ACN9	8.44585
ACO1	12.1254
ACO2	25.5045
ACOT1	2.38434
ACOT11	9.61259
ACOT12	0.0663889
ACOT13	6.49218
ACOT2	13.5312
ACOT4	1.86159
ACOT6	0
ACOT7	23.7463
ACOT8	17.2281
ACOT9	16.2472
ACOX1	7.91097
ACOX2	2.47757
ACOX3	3.23869
ACOXL	0.27285
ACP1	53.4339
ACP2	17.3768
ACP5	26.3238
ACP6	8.02189
ACPL2	3.81216
ACPP	2.78585
ACPT	0
ACR	0.302937
ACRBP	0.787875
ACRC	0.14328
ACRV1	0.0781617
ACSBG1	0.0452717
ACSBG2	0.0198811
ACSF2	8.6587
ACSF3	3.86143
ACSL1	7.24177
ACSL3	18.3067
ACSL4	10.0841
ACSL5	70.789
ACSL6	0.223294
ACSM1	0.893601
ACSM2A	0.0068521
ACSM2B	0.0115189
ACSM3	16.463
ACSM4	0
ACSM5	0.130152
ACSS1	14.2248
ACSS2	23.3686
ACSS3	0.94087
ACTA1	0.0353652
ACTA2	160.742
ACTB	1848.99
ACTBL2	0.0880847
ACTC1	0.110341
ACTG1	1018.43
ACTG1P4	0.0503768
ACTG2	37.4151
ACTL10	1.80733
ACTL6A	37.6744
ACTL6B	0.0659852
ACTL7A	0
ACTL7B	0.0199611
ACTL8	0.196709
ACTL9	0
ACTN1	49.2473
ACTN2	0.0117764
ACTN3	0.0148468
ACTN4	210.966
ACTR10	14.1226
ACTR1A	30.8343
ACTR1B	26.7536
ACTR2	137.489
ACTR3	108.982
ACTR3B	3.26165
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	1.50996
ACTR5	3.02447
ACTR6	11.0593
ACTR8	5.97187
ACTRT1	0
ACTRT2	0
ACTRT3	1.02369
ACVR1	8.84106
ACVR1B	23.164
ACVR1C	0.698848
ACVR2A	3.06073
ACVR2B	0.740778
ACVRL1	22.4444
ACY1	31.6309
ACY3	5.78589
ACYP1	9.13605
ACYP2	6.0462
ADA	4.01868
ADAD1	0
ADAD2	0.0305033
ADAL	1.15286
ADAM1	0.959861
ADAM10	26.5673
ADAM11	0.228225
ADAM12	2.42536
ADAM15	45.7074
ADAM17	5.37611
ADAM18	0
ADAM19	12.8899
ADAM2	0
ADAM20	0.0254177
ADAM20P1	0.0700328
ADAM21	0.0585079
ADAM21P1	0.0406927
ADAM22	0.730693
ADAM23	0.362212
ADAM28	4.46979
ADAM29	0
ADAM30	0
ADAM32	0.503168
ADAM33	1.05684
ADAM3A	0
ADAM5P	0
ADAM6	0
ADAM7	0
ADAM8	5.88513
ADAM9	83.5329
ADAMDEC1	19.2649
ADAMTS1	4.9605
ADAMTS10	1.73132
ADAMTS12	2.85176
ADAMTS13	0.503182
ADAMTS14	1.69346
ADAMTS15	0.538005
ADAMTS16	0.307987
ADAMTS17	0.124789
ADAMTS18	0.0557328
ADAMTS19	0.0651593
ADAMTS2	9.62025
ADAMTS20	0
ADAMTS3	0.175716
ADAMTS4	2.70887
ADAMTS5	0.4638
ADAMTS6	0.398006
ADAMTS7	2.28978
ADAMTS8	0.492453
ADAMTS9	1.84154
ADAMTS9-AS2	0.090779
ADAMTSL1	0.45237
ADAMTSL2	1.35437
ADAMTSL3	0.453158
ADAMTSL4	2.6216
ADAMTSL5	1.92026
ADAP1	44.3737
ADAP2	2.78019
ADAR	36.2787
ADARB1	2.10143
ADARB2	0.0903422
ADARB2-AS1	0.0623964
ADAT1	3.88056
ADAT2	1.30438
ADAT3	2.44273
ADC	1.31405
ADCK1	2.00191
ADCK2	8.6976
ADCK3	12.2717
ADCK4	8.71365
ADCK5	8.20222
ADCY1	0.136013
ADCY10	0.0183225
ADCY2	0.255241
ADCY3	9.95612
ADCY4	1.89776
ADCY5	0.781802
ADCY6	14.3943
ADCY7	6.19388
ADCY8	0
ADCY9	3.55672
ADCYAP1	0.653413
