genes	AMC_5.2_FPKM
A1BG	0.9911
A1BG-AS1	0.160125
A1CF	4.53448
A2LD1	3.1969
A2M	110.231
A2ML1	0
A2MP1	0.0458383
A4GALT	3.92058
A4GNT	0.0499276
AA06	0
AAAS	10.127
AACS	9.27527
AACSP1	0
AADAC	0.20387
AADACL2	1.18779
AADACL3	0
AADACL4	0.0411543
AADAT	1.55358
AAED1	2.69283
AAGAB	17.8086
AAK1	1.84697
AAMP	51.6086
AANAT	0.0302078
AARD	0.0756744
AARS	18.7337
AARS2	3.35152
AARSD1	9.49504
AASDH	2.19902
AASDHPPT	6.7175
AASS	1.5512
AATF	13.5539
AATK	1.10713
AATK-AS1	0
ABAT	7.72333
ABCA1	5.72647
ABCA10	0.60074
ABCA11P	2.33163
ABCA12	0
ABCA13	0.0297406
ABCA17P	0.00716488
ABCA2	6.38185
ABCA3	0.909021
ABCA4	0.0328238
ABCA5	7.06885
ABCA6	1.509
ABCA7	2.02194
ABCA8	7.68678
ABCA9	0.918904
ABCB1	23.6877
ABCB10	6.91896
ABCB11	1.48294
ABCB4	0.348742
ABCB5	0.53632
ABCB6	2.37094
ABCB7	7.43228
ABCB8	3.16671
ABCB9	0.846599
ABCC1	4.21237
ABCC10	4.049
ABCC11	0.0555617
ABCC12	0
ABCC13	2.23819
ABCC2	0.0634664
ABCC3	45.1669
ABCC4	5.49969
ABCC5	7.90483
ABCC5-AS1	0
ABCC6	3.35432
ABCC6P1	1.29284
ABCC6P2	2.91442
ABCC8	0.155813
ABCC9	1.70162
ABCD1	3.64967
ABCD2	0.312594
ABCD3	31.4826
ABCD4	9.00047
ABCE1	14.2989
ABCF1	13.4591
ABCF2	10.8231
ABCF3	14.1353
ABCG1	18.6494
ABCG2	2.85206
ABCG4	0.0708481
ABCG5	0.116521
ABCG8	0.308622
ABHD1	0.0417442
ABHD10	7.54905
ABHD11	25.7852
ABHD11-AS1	21.812
ABHD12	23.7249
ABHD12B	0.0744903
ABHD13	4.68385
ABHD14A	4.49629
ABHD14A-ACY1	0.0116459
ABHD14B	32.4933
ABHD15	5.79685
ABHD16A	17.4475
